eprint_id,publication_doi,publication_date,publication_date_year,related_link,related_link_description,related_link_type,related_url_homepage,related_url_homepage_test,related_doi_prefix,related_doi_owner,related_link_scraped,related_link_scraped_title
110175,10.1029/2021gc009759,Aug-21,2021,https://gsapubs.figshare.com/articles/journal_contribution/Supplemental_material_Aridity-induced_Miocene_canyon_incision_in_the_Central_Andes/12533894,Data,URL,https://gsapubs.figshare.com,FALSE,NA,NA,https://gsapubs.figshare.com/articles/journal_contribution/Supplemental_material_Aridity-induced_Miocene_canyon_incision_in_the_Central_Andes/12533894,Supplemental material: Aridity-induced Miocene canyon incision in the Central Andes
110149,10.1101/2021.08.02.454472,2021-08-03,2021,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA713414,Data,URL,https://www.ncbi.nlm.nih.gov,FALSE,NA,NA,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA713414,ID 713414 - BioProject - NCBI
110141,10.1093/mnras/stab1398,Jul-21,2021,http://cdsarc.u-strasbg.fr/viz-bin/qcat?J/MNRAS,Data,URL,http://cdsarc.u-strasbg.fr,FALSE,NA,NA,http://cdsarc.u-strasbg.fr/viz-bin/qcat?J/MNRAS,VizieR {{catName}}
110123,10.1126/scitranslmed.abc8922,2021-07-28,2021,https://0-www-ncbi-nlm-nih-gov.brum.beds.ac.uk/geo/query/acc.cgi?acc=GSE173658,Data,URL,https://0-www-ncbi-nlm-nih-gov.brum.beds.ac.uk,FALSE,NA,NA,https://0-www-ncbi-nlm-nih-gov.brum.beds.ac.uk/geo/query/acc.cgi?acc=GSE173658,"
    GEO Accession viewer
    "
110122,10.1126/sciadv.abf9616,2021-07-28,2021,https://openneuro.org/datasets/ds003682,Data,URL,https://openneuro.org,FALSE,NA,NA,https://openneuro.org/datasets/ds003682,OpenNeuro
110118,10.1101/2021.07.30.454514,2021-08-01,2021,https://data.caltech.edu/records/2017,Data,URL,https://data.caltech.edu,FALSE,NA,NA,https://data.caltech.edu/records/2017,10X spliced and unspliced gene count matrices
110118,10.1101/2021.07.30.454514,2021-08-01,2021,https://data.caltech.edu/records/2018,Data,URL,https://data.caltech.edu,FALSE,NA,NA,https://data.caltech.edu/records/2018,10X biology and sequencing model fit results
110042,10.1088/2632-2153/ac0ea1,Dec-21,2021,https://www.tensorflow.org/datasets/catalog/svhn_cropped,TensorFlow Datasets,URL,https://www.tensorflow.org,FALSE,NA,NA,https://www.tensorflow.org/datasets/catalog/svhn_cropped,svhn_cropped  |  TensorFlow Datasets
110040,10.5194/amt-14-4689-2021,2021-06-24,2021,https://aeronet.gsfc.nasa.gov/new_web/download_all_v3_aod.html,Data,URL,https://aeronet.gsfc.nasa.gov,FALSE,NA,NA,https://aeronet.gsfc.nasa.gov/new_web/download_all_v3_aod.html,Aerosol Robotic Network (AERONET) Homepage
110037,10.3389/feart.2021.579198,2021-06-17,2021,http://hielo.igme.es/index.php/en/,Datasets,URL,http://hielo.igme.es,FALSE,NA,NA,http://hielo.igme.es/index.php/en/,404
109943,10.1029/2021av000407,Sep-21,2021,http://ds.iris.edu/ds/nodes/dmc/forms/assembled-data/,Data,URL,http://ds.iris.edu,FALSE,NA,NA,http://ds.iris.edu/ds/nodes/dmc/forms/assembled-data/,"
        
          IRIS: Assembled Data Request
        
      "
109926,10.1098/rspa.2021.0326,Aug-21,2021,https://github.com/Romit-Maulik/POD_RKHS,Data,URL,https://github.com,FALSE,NA,NA,https://github.com/Romit-Maulik/POD_RKHS,"GitHub - Romit-Maulik/POD_RKHS: Using RKHS for simulating evolution of POD coefficients with applications to NWP, Climate"
109879,10.1051/0004-6361/202140342,Jun-21,2021,http://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/650/A129,Data,URL,http://cdsarc.u-strasbg.fr,FALSE,NA,NA,http://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/650/A129,VizieR {{catName}}
109853,10.1016/j.icarus.2021.114481,Sep-21,2021,https://pds-geosciences.wustl.edu/missions/msl/index.htm,NASA Planetary Data System,URL,https://pds-geosciences.wustl.edu,FALSE,NA,NA,https://pds-geosciences.wustl.edu/missions/msl/index.htm,PDS Geosciences Node Data and Services: Mars Science Laboratory (MSL) Mission
109841,10.3847/1538-4365/abfcc4,Jul-21,2021,https://lambda.gsfc.nasa.gov/product/act/,Data and notebooks,URL,https://lambda.gsfc.nasa.gov,FALSE,NA,NA,https://lambda.gsfc.nasa.gov/product/act/,LAMBDA - Atacama Cosmology Telescope (ACT) Overview
109816,10.1029/2021gl094235,2021-07-28,2021,https://atmos.nmsu.edu/PDS/data/jnojir_1001,Experiment Data Record; raw data,URL,https://atmos.nmsu.edu,FALSE,NA,NA,https://atmos.nmsu.edu/PDS/data/jnojir_1001,Index of /PDS/data/jnojir_1001
109816,10.1029/2021gl094235,2021-07-28,2021,https://atmos.nmsu.edu/PDS/data/jnojir_1002,Experiment Data Record; raw data,URL,https://atmos.nmsu.edu,FALSE,NA,NA,https://atmos.nmsu.edu/PDS/data/jnojir_1002,Index of /PDS/data/jnojir_1002
109816,10.1029/2021gl094235,2021-07-28,2021,https://atmos.nmsu.edu/PDS/data/jnojir_1003,Experiment Data Record; raw data,URL,https://atmos.nmsu.edu,FALSE,NA,NA,https://atmos.nmsu.edu/PDS/data/jnojir_1003,Index of /PDS/data/jnojir_1003
109816,10.1029/2021gl094235,2021-07-28,2021,https://atmos.nmsu.edu/PDS/data/jnojir_2001,Reduced Data Record; calibrated data,URL,https://atmos.nmsu.edu,FALSE,NA,NA,https://atmos.nmsu.edu/PDS/data/jnojir_2001,Index of /PDS/data/jnojir_2001
109816,10.1029/2021gl094235,2021-07-28,2021,https://atmos.nmsu.edu/PDS/data/jnojir_2002,Reduced Data Record; calibrated data,URL,https://atmos.nmsu.edu,FALSE,NA,NA,https://atmos.nmsu.edu/PDS/data/jnojir_2002,Index of /PDS/data/jnojir_2002
109816,10.1029/2021gl094235,2021-07-28,2021,https://atmos.nmsu.edu/PDS/data/jnojir_2003,Reduced Data Record; calibrated data,URL,https://atmos.nmsu.edu,FALSE,NA,NA,https://atmos.nmsu.edu/PDS/data/jnojir_2003,Index of /PDS/data/jnojir_2003
109807,10.1101/2021.07.04.451059,2021-07-05,2021,https://youtu.be/LVRxtmrT168,Extended Data Movie 1,URL,https://youtu.be,FALSE,NA,NA,https://youtu.be/LVRxtmrT168,extended movie s1 - YouTube
109807,10.1101/2021.07.04.451059,2021-07-05,2021,https://youtu.be/YyJ64ngzh8k,Extended Data Movie 2,URL,https://youtu.be,FALSE,NA,NA,https://youtu.be/YyJ64ngzh8k,extended movie s2 - YouTube
109777,10.1126/science.abm9922,2022-05-06,2022,https://osf.io/42r9c/,Data,URL,https://osf.io,FALSE,NA,NA,https://osf.io/42r9c/,OSF | Data for: The geometry of domain-general performance monitoring in the human medial frontal cortex
109773,10.1101/2021.07.04.451030,2021-07-04,2021,https://github.com/WormBase/scdefg,Data/Code,URL,https://github.com,FALSE,NA,NA,https://github.com/WormBase/scdefg,GitHub - WormBase/scdefg: A single page Flask app with a GUI for performing differential expression with scvi-tools. Returns a volcano plot and downloadable tables with DE results.
109773,10.1101/2021.07.04.451030,2021-07-04,2021,https://github.com/WormBase/wormcells-viz,Data/Code,URL,https://github.com,FALSE,NA,NA,https://github.com/WormBase/wormcells-viz,GitHub - WormBase/wormcells-viz: Visualization tools for C. elegans single cell RNA sequencing data
109773,10.1101/2021.07.04.451030,2021-07-04,2021,https://github.com/WormBase/anndata-wrangling,Data/Code,URL,https://github.com,FALSE,NA,NA,https://github.com/WormBase/anndata-wrangling,GitHub - WormBase/anndata-wrangling: This repository describes how WormBase anndata files (.h5ad) for single cell RNA sequencing data should be wrangled
109758,10.1126/science.abg5999,2021-07-09,2021,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE150627,Data,URL,https://www.ncbi.nlm.nih.gov,FALSE,NA,NA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE150627,"
    GEO Accession viewer
    "
109749,10.3389/fmars.2021.672477,2021-06-09,2021,https://catalog.pangeo.io/browse/master/ocean/CESM_POP/,Data,URL,https://catalog.pangeo.io,FALSE,NA,NA,https://catalog.pangeo.io/browse/master/ocean/CESM_POP/,NCAR CESM Global High Resolution Ocean Model Fields
109729,10.1038/s41586-021-03669-y,2021-07-15,2021,https://www.ebi.ac.uk/ena/browser/view/PRJNA632893,Data,URL,https://www.ebi.ac.uk,FALSE,NA,NA,https://www.ebi.ac.uk/ena/browser/view/PRJNA632893,ENA Browser
109693,10.1084/jem.20202648,2021-08-02,2021,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE159960,Data,URL,https://www.ncbi.nlm.nih.gov,FALSE,NA,NA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE159960,"
    GEO Accession viewer
    "
109688,10.1038/s41586-021-03816-5,2021-10-07,2021,https://sbn.psi.edu/pds/resource/orex/,Planetary Data System,URL,https://sbn.psi.edu,FALSE,NA,NA,https://sbn.psi.edu/pds/resource/orex/,OSIRIS-REx Mission - NASA Planetary Data System
109682,10.1016/j.adapen.2021.100051,2021-08-25,2021,https://github.com/carnegie/SEM_public/tree/Ruggles_et_al_2021,Data/Code,URL,https://github.com,FALSE,NA,NA,https://github.com/carnegie/SEM_public/tree/Ruggles_et_al_2021,GitHub - carnegie/SEM_public at Ruggles_et_al_2021
109676,10.1093/mnras/stab911,Jun-21,2021,https://gitlab.com/ssc-boxfit,Data/Code,URL,https://gitlab.com,FALSE,NA,NA,https://gitlab.com/ssc-boxfit,SSC Boxfit · GitLab
109676,10.1093/mnras/stab911,Jun-21,2021,https://gitlab.com/ssc-boxfit/SSC_boxfit,Data/Code,URL,https://gitlab.com,FALSE,NA,NA,https://gitlab.com/ssc-boxfit/SSC_boxfit,404
109649,10.1016/j.ydbio.2021.06.003,Sep-21,2021,https://github.com/mpiacentino/Transcriptome-profiling-reveals-BMP-target-genes-during-midbrain-neural-crest-delamination,Data/Code,URL,https://github.com,FALSE,NA,NA,https://github.com/mpiacentino/Transcriptome-profiling-reveals-BMP-target-genes-during-midbrain-neural-crest-delamination,"GitHub - PiacentinoLab/2021-Essential-function-and-targets-of-BMP-signaling-during-midbrain-neural-crest-delamination: Code and source data pertaining to Piacentino et al., 2021: Transcriptome profiling reveals BMP target genes during midbrain neural crest delamination"
109615,NA,Jun-21,2021,https://data.caltech.edu/records/1878,Data,URL,https://data.caltech.edu,FALSE,NA,NA,https://data.caltech.edu/records/1878,Optical absorption of metal oxides and results of machine learning predictions
109556,10.1029/2020jb021053,Jul-21,2021,https://scedc.caltech.edu/research-tools/eewtesting.html,Southern California Earthquake Data Center,URL,https://scedc.caltech.edu,FALSE,NA,NA,https://scedc.caltech.edu/research-tools/eewtesting.html,Southern California Earthquake Data Center at Caltech
109524,10.1101/2021.06.15.448478,2021-06-16,2021,http://support.10xgenomics.com/single-cell/datasets,Data,URL,http://support.10xgenomics.com,FALSE,NA,NA,http://support.10xgenomics.com/single-cell/datasets,Datasets - 10x Genomics
109524,10.1101/2021.06.15.448478,2021-06-16,2021,https://figshare.com/articles/dataset/PopAlign_Data/11837097/3,Data,URL,https://figshare.com,FALSE,NA,NA,https://figshare.com/articles/dataset/PopAlign_Data/11837097/3,PopAlign_Data
109524,10.1101/2021.06.15.448478,2021-06-16,2021,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2396856,Data,URL,https://www.ncbi.nlm.nih.gov,FALSE,NA,NA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2396856,"
    GEO Accession viewer
    "
109523,10.1073/pnas.2025188118,2021-06-22,2021,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA630476,Data,URL,https://www.ncbi.nlm.nih.gov,FALSE,NA,NA,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA630476,ID 630476 - BioProject - NCBI
109508,10.1101/2021.06.14.448395,2021-06-15,2021,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE163855,Data/Code,URL,https://www.ncbi.nlm.nih.gov,FALSE,NA,NA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE163855,"
    GEO Accession viewer
    "
109508,10.1101/2021.06.14.448395,2021-06-15,2021,https://github.com/ycooper27/Tauopathy-MPRA,Data/Code,URL,https://github.com,FALSE,NA,NA,https://github.com/ycooper27/Tauopathy-MPRA,GitHub - Tauopathy-MPRA/Tauopathy-MPRA: Contains python mapping scripts and preprocessed data for MPRA study of Tauopathy-associated common genetic variation
109504,10.1101/2021.06.17.448889,2021-06-18,2021,https://github.com/BrunildaBalliu/FastGxC,Data/Code,URL,https://github.com,FALSE,NA,NA,https://github.com/BrunildaBalliu/FastGxC,GitHub - BrunildaBalliu/FastGxC: Computationally efficient and statistically powerful software for detecting context-specific eQTL effects in multi-context genomic studies.
109500,10.1073/pnas.2006857118,2021-06-22,2021,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA648152,Data,URL,https://www.ncbi.nlm.nih.gov,FALSE,NA,NA,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA648152,Methane Seep Sediment and Carbonate Microbial Comm... (ID 648152)  - BioProject - NCBI
109486,10.1093/mnras/stab696,May-21,2021,https://cosmo.oca.eu/dash/,Data,URL,https://cosmo.oca.eu,FALSE,NA,NA,https://cosmo.oca.eu/dash/,DASH library
109413,NA,Jul-21,2021,https://github.com/frortega/EPIC_LS,Data/Code,URL,https://github.com,FALSE,NA,NA,https://github.com/frortega/EPIC_LS,GitHub - frortega/EPIC_LS: EPIC Tikhonov Regularization for Least Squares Inversion
109397,NA,2020-11-19,2020,https://purl.stanford.edu/tp480sx4819,Data,URL,https://purl.stanford.edu,FALSE,NA,NA,https://purl.stanford.edu/tp480sx4819,"Dataset for ""Wind speed inference from environmental flow-structure interactions"", Flow, 2021. | Stanford Digital Repository"
109340,10.1093/mnras/stab490,May-21,2021,https://irsa.ipac.caltech.edu/data/Herschel/KINGFISH/,Data,URL,https://irsa.ipac.caltech.edu,FALSE,NA,NA,https://irsa.ipac.caltech.edu/data/Herschel/KINGFISH/,KINGFISH Herschel Data
109339,10.1093/mnras/stab336,May-21,2021,http://cococubed.asu.edu/mesa_market/inlists.html,Data,URL,http://cococubed.asu.edu,FALSE,NA,NA,http://cococubed.asu.edu/mesa_market/inlists.html,
109325,10.1038/s41592-021-01229-w,Aug-21,2021,https://github.com/shapiro-lab/burst-imaging-public,Data/Code,URL,https://github.com,FALSE,NA,NA,https://github.com/shapiro-lab/burst-imaging-public,GitHub - shapiro-lab/burst-imaging-public: Public repository for BURST imaging code and image data
109322,10.1093/mnras/stab391,May-21,2021,https://telescope.livjm.ac.uk/cgi-bin/lt_search,Data,URL,https://telescope.livjm.ac.uk,FALSE,NA,NA,https://telescope.livjm.ac.uk/cgi-bin/lt_search,Main search page
109321,10.1093/mnras/stab203,Apr-21,2021,https://github.com/ExoplanetML/Nigraha,Data,URL,https://github.com,FALSE,NA,NA,https://github.com/ExoplanetML/Nigraha,GitHub - ExoplanetML/Nigraha: A neural network based pipeline to identify and evaluate planet candidates from TESS light curves.
109302,10.3389/fmars.2021.640527,2021-04-13,2021,https://github.com/aohdera/Ames_et_al_2020,Data/Code,URL,https://github.com,FALSE,NA,NA,https://github.com/aohdera/Ames_et_al_2020,GitHub - aohdera/Ames_et_al_2020
109233,10.1063/5.0050807,2021-06-14,2021,https://github.com/ClaireRabut/Rabut_2021_uAM_processing_and_data,Data,URL,https://github.com,FALSE,NA,NA,https://github.com/ClaireRabut/Rabut_2021_uAM_processing_and_data,GitHub - ClaireRabut/Rabut_2021_uAM_processing_and_data
109225,10.1038/s41550-021-01428-7,Sep-21,2021,https://www.swift.ac.uk/xrt_live_cat/,Data,URL,https://www.swift.ac.uk,FALSE,NA,NA,https://www.swift.ac.uk/xrt_live_cat/,UKSSDC | The Swift XRT GRB Catalogue
109201,10.1029/2020av000350,Jun-21,2021,https://avirisng.jpl.nasa.gov/dataportal/,AVIRIS-NG Data Portal,URL,https://avirisng.jpl.nasa.gov,FALSE,NA,NA,https://avirisng.jpl.nasa.gov/dataportal/,JPL | AVIRIS-NG Data Portal
109167,10.3847/1538-4357/abec7e,2021-05-10,2021,https://spacephysics.princeton.edu/missions-instruments/isois,Data,URL,https://spacephysics.princeton.edu,FALSE,NA,NA,https://spacephysics.princeton.edu/missions-instruments/isois,Integrated Science Investigation of the Sun (ISʘIS) | Space Physics at Princeton
109164,10.1029/2021GL094309,2021-09-20,2021,https://esgf-node.llnl.gov/search/cmip6,Data,URL,https://esgf-node.llnl.gov,FALSE,NA,NA,https://esgf-node.llnl.gov/search/cmip6,cmip6 Data Search | cmip6 | ESGF-CoG
109163,10.1128/MRA.00265-21,2021-05-12,2021,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA667957,Data,URL,https://www.ncbi.nlm.nih.gov,FALSE,NA,NA,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA667957,ID 667957 - BioProject - NCBI
109163,10.1128/MRA.00265-21,2021-05-12,2021,https://www.ncbi.nlm.nih.gov/biosample/SAMN16392950,Data,URL,https://www.ncbi.nlm.nih.gov,FALSE,NA,NA,https://www.ncbi.nlm.nih.gov/biosample/SAMN16392950,MIGS Cultured Bacterial/Archaeal sample from Vario...  - BioSample - NCBI
109163,10.1128/MRA.00265-21,2021-05-12,2021,https://www.ncbi.nlm.nih.gov/nuccore/CP063166,Data,URL,https://www.ncbi.nlm.nih.gov,FALSE,NA,NA,https://www.ncbi.nlm.nih.gov/nuccore/CP063166,"Variovorax paradoxus strain VAI-C chromosome, complete genome - Nucleotide - NCBI"
109163,10.1128/MRA.00265-21,2021-05-12,2021,https://www.ncbi.nlm.nih.gov/nuccore/CP063168,Data,URL,https://www.ncbi.nlm.nih.gov,FALSE,NA,NA,https://www.ncbi.nlm.nih.gov/nuccore/CP063168,"Variovorax paradoxus strain VAI-C plasmid unnamed1, complete sequence - Nucleotide - NCBI"
109163,10.1128/MRA.00265-21,2021-05-12,2021,https://www.ncbi.nlm.nih.gov/sra/SRX9260397,Data,URL,https://www.ncbi.nlm.nih.gov,FALSE,NA,NA,https://www.ncbi.nlm.nih.gov/sra/SRX9260397,AHL_degrader_long - SRA - NCBI
109163,10.1128/MRA.00265-21,2021-05-12,2021,https://www.ncbi.nlm.nih.gov/sra/SRX9260396,Data,URL,https://www.ncbi.nlm.nih.gov,FALSE,NA,NA,https://www.ncbi.nlm.nih.gov/sra/SRX9260396,AHL_degrader_short - SRA - NCBI
109117,10.1038/s41592-022-01409-2,May-22,2022,https://docs.google.com/spreadsheets/d/1sJDb9B7AtYmfKv4-m8XR7uc3XXw_k4kGSout8cqZ8bY/edit#gid=1363594152,Database,URL,https://docs.google.com,FALSE,NA,NA,https://docs.google.com/spreadsheets/d/1sJDb9B7AtYmfKv4-m8XR7uc3XXw_k4kGSout8cqZ8bY/edit#gid=1363594152,Database for the museum of spatial transcriptomics project - Google Sheets
109086,NA,2020-09-17,2020,https://github.com/dsfranca/hamiltonian_updates_tomography,Data/Code,URL,https://github.com,FALSE,NA,NA,https://github.com/dsfranca/hamiltonian_updates_tomography,"GitHub - dsfranca/hamiltonian_updates_tomography: Code used to generate data for paper ""Fast and robust quantum state tomography from few basis measurements"""
109076,10.1115/1.4050534,Jul-21,2021,https://www.doi.org/10.5281/zenodo.4597372,Data,URL,https://www.doi.org,FALSE,10.5281,cern.zenodo,https://www.doi.org/10.5281/zenodo.4597372,Abaqus UEL subroutine for a soft MRE device comprising a coil and iron core using the vector potential in three-dimensions | Zenodo
109067,10.1002/2014jb011389,Jan-15,2015,http://www.gps.caltech.edu/~clay/MASEdir/data_avail.html,MASE Data,URL,http://www.gps.caltech.edu,FALSE,NA,NA,http://www.gps.caltech.edu/~clay/MASEdir/data_avail.html,MASE Data
109059,10.1073/pnas.1916367118,2021-06-01,2021,https://github.com/ncclabsustech/SAT-in-sensorimotor-control,Data,URL,https://github.com,FALSE,NA,NA,https://github.com/ncclabsustech/SAT-in-sensorimotor-control,GitHub - ncclabsustech/SAT-in-sensorimotor-control
109039,10.1111/mec.15952,Jul-21,2021,http://www.peptideatlas.org/PASS/PRJNA473816,Data,URL,http://www.peptideatlas.org,FALSE,NA,NA,http://www.peptideatlas.org/PASS/PRJNA473816,PeptideAtlas
109033,10.1016/j.wroa.2021.100111,2021-08-01,2021,https://zenodo.org/record/4730990#.YIxkrqlKgUo,Data/Code,URL,https://zenodo.org,FALSE,NA,NA,https://zenodo.org/record/4730990#.YIxkrqlKgUo,Interpretation of temporal and spatial trends of SARS-CoV-2 RNA in San Francisco Bay Area wastewater. | Zenodo
109027,NA,2021-04-06,2021,https://www.aicrowd.com/challenges/multi-agent-behavior-representation-modeling-measurement-and-applications,Dataset and Challenge,URL,https://www.aicrowd.com,FALSE,NA,NA,https://www.aicrowd.com/challenges/multi-agent-behavior-representation-modeling-measurement-and-applications,"AIcrowd | Multi-Agent Behavior: Representation, Modeling, Measurement, and Applications | Challenges"
109015,10.1140/epjc/s10052-021-09158-w,May-21,2021,https://zenodo.org/communities/mpp-hep/,Data,URL,https://zenodo.org,FALSE,NA,NA,https://zenodo.org/communities/mpp-hep/,Machine Learning for Particle Physics | Zenodo
109014,10.1029/2020jc016957,May-21,2021,https://www.bodc.ac.uk/data/documents/cruise/8529/,Data,URL,https://www.bodc.ac.uk,FALSE,NA,NA,https://www.bodc.ac.uk/data/documents/cruise/8529/,"RRS James Clark Ross (74JC) cruise JR20070226 (JR165, JR170, JR174) — BODC Cruise Metadata Report"
109011,10.1029/2020WR028787,May-21,2021,https://figshare.com/s/ad6d5cdfbba945d93ad2,Data,URL,https://figshare.com,FALSE,NA,NA,https://figshare.com/s/ad6d5cdfbba945d93ad2,G-RUN ENSEMBLE
109004,10.1029/2020jc016871,May-21,2021,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:0210639,Data,URL,https://data.nodc.noaa.gov,FALSE,NA,NA,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:0210639,"Water temperature, salinity, and others taken by CTD and ADCP from the research vessel Nathaniel B. Palmer in the Bellingshausen Sea and Amundsen Sea from 2018-12-17 to 2019-01-19 (NCEI Accession 0210639)"
109001,10.1093/mnras/staa3958,Mar-21,2021,https://fire.northwestern.edu/data,Data,URL,https://fire.northwestern.edu,FALSE,NA,NA,https://fire.northwestern.edu/data,Data | FIRE: Feedback In Realistic Environments
108990,10.5194/amt-14-2429-2021,2021-03-26,2021,https://www-air.larc.nasa.gov/cgi-bin/ArcView/firexaq,Data,URL,https://www-air.larc.nasa.gov,FALSE,NA,NA,https://www-air.larc.nasa.gov/cgi-bin/ArcView/firexaq,NASA Airborne Science Data for Atmospheric Composition
108990,10.5194/amt-14-2429-2021,2021-03-26,2021,https://espoarchive.nasa.gov/archive/browse/atom/id14,Data,URL,https://espoarchive.nasa.gov,FALSE,NA,NA,https://espoarchive.nasa.gov/archive/browse/atom/id14,ATom-4 files | ESPO Data Archive
108960,10.1016/j.stemcr.2021.03.018,2021-05-11,2021,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=139379,Data,URL,http://www.ncbi.nlm.nih.gov,FALSE,NA,NA,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=139379,"
    GEO Accession viewer
    "
108949,10.3390/geosciences11030136,2021-03-15,2021,https://github.com/wingfactor/wingenroth-et-al-2021,Data,URL,https://github.com,FALSE,NA,NA,https://github.com/wingfactor/wingenroth-et-al-2021,"GitHub - jmwingenroth/wingenroth-et-al-2021: Wingenroth, Jordan, Candace Yee, Justin Nghiem, Laurel Larsen. (2021). ""Effects of Stem Density and Reynolds Number on Fine Sediment Interception by Emergent Vegetation."" Geosciences 2021, 11(3), 136; https://doi.org/10.3390/geosciences11030136."
108914,10.1029/2020GL091465,2021-04-16,2021,https://data.caltech.edu/records/1445,Data,URL,https://data.caltech.edu,FALSE,NA,NA,https://data.caltech.edu/records/1445,Regional averaged daily precipitation in California
108907,10.1021/acs.analchem.1c03527,2021-12-28,2021,https://www.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA12878,Data,URL,https://www.coriell.org,FALSE,NA,NA,https://www.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA12878,"
	
        NA12878
    
"
108907,10.1021/acs.analchem.1c03527,2021-12-28,2021,https://www.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=GM15453&PgId=166,Data,URL,https://www.coriell.org,FALSE,NA,NA,https://www.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=GM15453&PgId=166,"
	
        GM15453
    
"
108907,10.1021/acs.analchem.1c03527,2021-12-28,2021,https://www.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA04965&Product=DNA,Data,URL,https://www.coriell.org,FALSE,NA,NA,https://www.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA04965&Product=DNA,"
	
        NA04965
    
"
108905,10.1029/2020gl091065,2021-04-16,2021,https://zenodo.org/record/4074307,Data,URL,https://zenodo.org,FALSE,NA,NA,https://zenodo.org/record/4074307,Emission primarily drives nationwide air quality changes during and after the COVID-19 lockdown in China | Zenodo
108889,10.1088/1748-9326/abef32,Apr-21,2021,https://data.cma.cn/en,Data,URL,https://data.cma.cn,FALSE,NA,NA,https://data.cma.cn/en,CMDC
108854,10.1038/s41586-021-03391-9,2021-04-22,2021,https://cxc.harvard.edu/cda,Chandra Data Archive,URL,https://cxc.harvard.edu,FALSE,NA,NA,https://cxc.harvard.edu/cda,CDA - Home
108847,10.1051/0004-6361/202140508,Apr-21,2021,http://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/648/A73,Data,URL,http://cdsarc.u-strasbg.fr,FALSE,NA,NA,http://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/648/A73,VizieR {{catName}}
108812,10.1038/s41467-021-22692-1,2021-04-23,2021,https://drive.google.com/drive/folders/1_2m6gNBWMu1LSqg1wB0JOHpUkIj88Y6c?usp=sharing,Data/Code,URL,https://drive.google.com,FALSE,NA,NA,https://drive.google.com/drive/folders/1_2m6gNBWMu1LSqg1wB0JOHpUkIj88Y6c?usp=sharing,OCIS - Google Drive
108797,10.1038/s41557-021-00794-z,Dec-21,2021,https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=2065484,Data,URL,https://www.ccdc.cam.ac.uk,FALSE,NA,NA,https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=2065484,Search Results - WebCSD
108797,10.1038/s41557-021-00794-z,Dec-21,2021,https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=2065489,Data,URL,https://www.ccdc.cam.ac.uk,FALSE,NA,NA,https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=2065489,Search Results - WebCSD
108778,10.1101/lm.053413.121,Jan-22,2022,https://github.com/evapool/MULTILAB_HABIT,Data and code,URL,https://github.com,FALSE,NA,NA,https://github.com/evapool/MULTILAB_HABIT,GitHub - evapool/MULTILAB_HABIT
108767,10.1038/s42003-021-01944-2,2021-04-12,2021,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165447,Data,URL,https://www.ncbi.nlm.nih.gov,FALSE,NA,NA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165447,"
    GEO Accession viewer
    "
108735,10.1029/2021AV000391,Jun-21,2021,http://www.fao.org/faostat/en/#data,Data,URL,http://www.fao.org,FALSE,NA,NA,http://www.fao.org/faostat/en/#data,FAOSTAT
