eprint_id,publication_doi,publication_date_year,related_link,related_link_description,linkType,related_url_homepage,related_url_homepage_test,related_doi_prefix,related_doi_owner,related_link_scraped,browser_test,browser_test_notes
113440,10.1038/s41586-022-04396-8,2022,https://gin.g-node.org/bneedham/Needham_Nature_2022,2DG data,URL,https://gin.g-node.org,FALSE,NA,NA,https://gin.g-node.org/bneedham/Needham_Nature_2022,FALSE,
112361,10.1029/2021ea002078,2022,https://co2.jpl.nasa.gov/#mission=OCO-2,OCO-2 Version 10 SIF and column COÉ?? data,URL,https://co2.jpl.nasa.gov,FALSE,NA,NA,https://co2.jpl.nasa.gov/#mission=OCO-2,FALSE,
112331,10.1029/2021av000469,2021,http://www.tropomi.eu/data-products/carbon-monoxide,TROPOMI CO data,URL,http://www.tropomi.eu,FALSE,NA,NA,http://www.tropomi.eu/data-products/carbon-monoxide,FALSE,
111883,10.1126/sciadv.abf7460,2021,https://tes.jpl.nasa.gov/chemical-reanalysis/,basic concentration and emission data,URL,https://tes.jpl.nasa.gov,FALSE,NA,NA,https://tes.jpl.nasa.gov/chemical-reanalysis/,FALSE,
110170,10.5194/acp-21-9545-2021,2021,https://www.eol.ucar.edu/field_projects/hippo/,HIPPO aircraft data,URL,https://www.eol.ucar.edu,FALSE,NA,NA,https://www.eol.ucar.edu/field_projects/hippo/,FALSE,
110170,10.5194/acp-21-9545-2021,2021,https://databace.scisat.ca/level2/ace_v3.5_v3.6/,ACE-FTS data,URL,https://databace.scisat.ca,FALSE,NA,NA,https://databace.scisat.ca/level2/ace_v3.5_v3.6/,FALSE,
109944,10.1029/2021jc017429,2021,https://resources.marine.copernicus.eu/%3Foption%3Dcom_csw%26task%3Dresults,Satellite altimeter data,URL,https://resources.marine.copernicus.eu,FALSE,NA,NA,https://resources.marine.copernicus.eu/%3Foption%3Dcom_csw%26task%3Dresults,FALSE,
109816,10.1029/2021gl094235,2021,http://atmos.nmsu.edu:8080/pds,JIRAM data,URL,http://atmos.nmsu.edu:8080,FALSE,NA,NA,http://atmos.nmsu.edu:8080/pds,FALSE,
109468,10.1029/2020jg006136,2021,https://e4ftl01.cr.usgs.gov/MOTA/MCD18A2.006/,MCD18A2 data,URL,https://e4ftl01.cr.usgs.gov,FALSE,NA,NA,https://e4ftl01.cr.usgs.gov/MOTA/MCD18A2.006/,FALSE,
109424,10.1029/2020sw002654,2021,https://cdaweb.sci.gsfc.nasa.gov/index.html/,Wind data,URL,https://cdaweb.sci.gsfc.nasa.gov,FALSE,NA,NA,https://cdaweb.sci.gsfc.nasa.gov/index.html/,FALSE,
108253,10.1029/2020gl091875,2021,https://co2.jpl.nasa.gov/#mission=OCOÉ?ê2,OCOÉ?ê2 Version 9 column COÉ?? data,URL,https://co2.jpl.nasa.gov,FALSE,NA,NA,https://co2.jpl.nasa.gov/#mission=OCO-2,FALSE,error in URL
108119,NA,2021,https://edgar.jrc.ec.europa.eu/overview.php?v=432_GHG,EDGAR methane emission bottom-up inventory data,URL,https://edgar.jrc.ec.europa.eu,FALSE,NA,NA,https://edgar.jrc.ec.europa.eu/overview.php?v=432_GHG,TRUE,resolves to homepage
108005,10.1029/2020jd033967,2021,https://search.earthdata.nasa.gov/search/granules?p=C1288777617É?êLARC,MOPITT data,URL,https://search.earthdata.nasa.gov,FALSE,NA,NA,https://search.earthdata.nasa.gov/search/granules?p=C1288777617-LARC,TRUE,error in URL but now resolves
107876,10.1029/2020gl090983,2021,http://apps.ecmwf.int/datasets/data/interim_full_daily,ERAÉ?êInterim data,URL,http://apps.ecmwf.int,FALSE,NA,NA,http://apps.ecmwf.int/datasets/data/interim_full_daily,FALSE,
107587,10.1029/2020gl091376,2021,http://www2.physik.uni-kiel.de/stereo/data/sept,STEREO SEPT data,URL,http://www2.physik.uni-kiel.de,FALSE,NA,NA,http://www2.physik.uni-kiel.de/stereo/data/sept,FALSE,
107463,10.5194/acp-20-14597-2020,2020,https://bai.acom.ucar.edu/Data/fire,FINN emission data,URL,https://bai.acom.ucar.edu,FALSE,NA,NA,https://bai.acom.ucar.edu/Data/fire,FALSE,
105752,10.1111/gcb.15373,2021,https://avdc.gsfc.nasa.gov/pub/data/satellite/MetOp/GOME_F/v28,GOME-2 SIF data,URL,https://avdc.gsfc.nasa.gov,FALSE,NA,NA,https://avdc.gsfc.nasa.gov/pub/data/satellite/MetOp/GOME_F/v28,FALSE,
105752,10.1111/gcb.15373,2021,https://www.bgcjena.mpg.de/geodb/projects/Data.php,FLUXCOM GPP data,URL,https://www.bgcjena.mpg.de,FALSE,NA,NA,https://www.bgcjena.mpg.de/geodb/projects/Data.php,FALSE,
105256,https://doi.org/10.1029/2018GB006135,2019,https://www.bgcÉ?êjena.mpg.de/bgi/index.php/Services/Overview,MTEÉ?êGPP data,URL,https://www.bgcÉ?êjena.mpg.de,FALSE,NA,NA,https://www.bgc-jena.mpg.de/bgi/index.php/Services/Overview,FALSE,error in URL
105116,10.1029/2020gl089102,2020,https://www.metoc.navy.mil/jtwc/jtwc.html?best-tracks,Best Track tropical cyclone data,URL,https://www.metoc.navy.mil,FALSE,NA,NA,https://www.metoc.navy.mil/jtwc/jtwc.html?best-tracks,TRUE,
104183,10.1038/s41586-020-2421-7,2020,https://archive.stsci.edu/missions-and-data/transiting-exoplanet-survey-satellite-tess,TESS data,URL,https://archive.stsci.edu,FALSE,NA,NA,https://archive.stsci.edu/missions-and-data/transiting-exoplanet-survey-satellite-tess,FALSE,
101062,10.3847/1538-4365/ab578f,2020,http://www2.physik.uni-kiel.de/stereo/data/sept/,STEREO SEPT data,URL,http://www2.physik.uni-kiel.de,FALSE,NA,NA,http://www2.physik.uni-kiel.de/stereo/data/sept/,FALSE,
92247,10.1016/j.cageo.2019.01.001,2019,https://bitbucket.org/wlandry/gamra,Research data,URL,https://bitbucket.org,FALSE,NA,NA,https://bitbucket.org/wlandry/gamra,FALSE,
92026,10.3847/1538-3881/aac6e2,2018,https://eosweb.larc.nasa.gov/project/dscovr/dscovr_epic_l1a_2,DISCOVR data,URL,https://eosweb.larc.nasa.gov,FALSE,NA,NA,https://eosweb.larc.nasa.gov/project/dscovr/dscovr_epic_l1a_2,FALSE,
72209,10.1126/science.1237973,2013,http://www.lncrna.caltech.edu/RAP/,Additional data and information,URL,http://www.lncrna.caltech.edu,FALSE,NA,NA,http://www.lncrna.caltech.edu/RAP/,FALSE,
70137,10.1002/2015JE004989,2016,http://webgis.wr.usgs.gov/pigwad/down/mars_dl.htm,USGS Planetary GIS Web Server  - MOLA data,URL,http://webgis.wr.usgs.gov,FALSE,NA,NA,http://webgis.wr.usgs.gov/pigwad/down/mars_dl.htm,FALSE,
61552,10.1038/nature15527,2015,https://archive.stsci.edu/missions/hlsp/k2sff/html/c01/ep201563164.html,Processed K2 data,URL,https://archive.stsci.edu,FALSE,NA,NA,https://archive.stsci.edu/missions/hlsp/k2sff/html/c01/ep201563164.html,FALSE,
116260,10.5194/acp-22-9617-2022,2022,10.1021/acs.estlett.1c00173,Data,DOI,NA,NA,10.1021,American Chemical Society (ACS),https://doi.org/10.1021/acs.estlett.1c00173,TRUE,"Resolves to article, data is supplemental"
111605,10.1016/j.chom.2021.09.009,2021,10.17632/vp68zv9wj9.1,Data,DOI,NA,NA,10.17632,bl.mendeley,https://doi.org/10.17632/vp68zv9wj9.1,FALSE,doi.org message
111177,10.1038/s41467-021-26128-8,2021,10.26188/1655706038,Data,DOI,NA,NA,10.26188,unimelb.repo1,https://doi.org/10.26188/1655706038,FALSE,doi.org message
109556,10.1029/2020jb021053,2021,10.9732/BDSN,Data,DOI,NA,NA,10.9732,Revista Brasileira de Estudos Politicos,https://doi.org/10.9732/BDSN,FALSE,doi.org message
108168,10.1002/essoar.10506289.1,2021,10.17632/mkpgbs4hf3.1,Data,DOI,NA,NA,10.17632,bl.mendeley,https://doi.org/10.17632/mkpgbs4hf3.1,FALSE,doi.org message
106221,10.1029/2020EA001463,2021,10.5281/zenodo.4017974,Data,DOI,NA,NA,10.5281,cern.zenodo,https://doi.org/10.5281/zenodo.4017974,FALSE,"Record removed from zenodo, marked as 'spam record'"
103512,NA,2020,10.2905/21935FFC-B797-4BEE-94DA-8FEC85B3F9E1,Dataset,DOI,NA,NA,10.2905,europ.data,https://doi.org/10.2905/21935FFC-B797-4BEE-94DA-8FEC85B3F9E1,TRUE,
102428,NA,2020,10.14768/20181126001.1,Data,DOI,NA,NA,10.14768,inist.ipsl,https://doi.org/10.14768/20181126001.1,FALSE,Weird error message (not from doi.org)
102411,10.1029/2019gc008751,2020,10.25852/nioz/7b.b.q,Data,DOI,NA,NA,10.25852,bl.crest,https://doi.org/10.25852/nioz/7b.b.q,FALSE,doi.org message
100825,10.1016/j.molcel.2019.12.013,2020,10.17632/48z8gbddzb.1,Data,DOI,NA,NA,10.17632,bl.mendeley,https://doi.org/10.17632/48z8gbddzb.1,FALSE,doi.org message
67048,NA,2016,10.7910/DVN/29495,Data and replication code,DOI,NA,NA,10.791,gdcc.harvard-dv,https://doi.org/10.7910/DVN/29495,FALSE,doi.org message
106838,NA,2020,10.11998/SeisDmc/SN,Seismic data,DOI,NA,NA,10.11998,ISTIC,https://doi.org/10.11998/SeisDmc/SN,FALSE,site not responding
106838,NA,2020,10.12129/IGGSL.Data.Observation,Waveforms of the NECsaids data,DOI,NA,NA,10.12129,ISTIC,https://doi.org/10.12129/IGGSL.Data.Observation,FALSE,site not responding
106838,NA,2020,10.12197/2020GA012,"Raw multi-frequency (with Gaussian low-pass filters of 0.5, 0.75, 1.0 or 1.5) receiver function waveform data",DOI,NA,NA,10.12197,ISTIC,https://doi.org/10.12197/2020GA012,FALSE,site not responding
93010,10.1038/s41551-019-0376-5,2019,10.6084/m9.figshare.7744004,Source data for figures,DOI,NA,NA,10.6084,figshare.ars,https://doi.org/10.6084/m9.figshare.7744004,FALSE,figshare page not found
83929,10.1002/2017JD026844,2017,10.5281/zenodo.821582.,simulation data,DOI,NA,NA,10.5281,cern.zenodo,https://doi.org/10.5281/zenodo.821582,TRUE,error in URL but now resolves
109524,10.1101/2021.06.15.448478,2021,https://figshare.com/projects/Tabula_Muris_Transcriptomic_characterization_of_20_organs_and_tissues_from_ Mus_musculus_at_single_cell_resolution/27733,Data,ERR,https://figshare.com,FALSE,NA,NA,https://figshare.com/projects/Tabula_Muris_Transcriptomic_characterization_of_20_organs_and_tissues_from_Mus_musculus_at_single_cell_resolution/27733,TRUE,error in URL but now resolves
105482,NA,2020,https://gitlab.com/sambrooke/avulsionflood- scour-paper/-/releases/v1.2,Data/Code,ERR,https://gitlab.com,FALSE,NA,NA,https://gitlab.com/sambrooke/avulsionflood-scour-paper/-/releases/v1.2,LOGIN,error in URL but now resolves
99276,10.1029/2019JE005974,2019,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi%3A10.7910%2FDVN%2FOPL QCL,Data,ERR,https://dataverse.harvard.edu,FALSE,10.791,gdcc.harvard-dv,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi%3A10.7910%2FDVN%2FOPL QCL,FALSE,Routes to make an account screen
111276,10.1126/science.abl4051,2021,https://pds-geosciences.wustl.edu/mro/mro-m-crism-3-rdr-targeted-v1/mrocr_2101/trdr/2007/2007_029/hrl000040ff/hrl000040ff_07_if183l_trr3.img,Data,IMG,https://pds-geosciences.wustl.edu,FALSE,NA,NA,https://pds-geosciences.wustl.edu/mro/mro-m-crism-3-rdr-targeted-v1/mrocr_2101/trdr/2007/2007_029/hrl000040ff/hrl000040ff_07_if183l_trr3.img,TRUE,
111607,10.1016/j.rse.2021.112565,2021,http://reef.atmos.colostate.edu/psomkuti/GeoCarbSIF/GeoCarbSIF_readme.txt,Data,TXT,http://reef.atmos.colostate.edu,FALSE,NA,NA,http://reef.atmos.colostate.edu/psomkuti/GeoCarbSIF/GeoCarbSIF_readme.txt,TRUE,
110848,10.1073/pnas.2106042118,2021,http://storage.googleapis.com/gresearch/metal-oxide-spectroscopy/README.txt,Data,TXT,http://storage.googleapis.com,FALSE,NA,NA,http://storage.googleapis.com/gresearch/metal-oxide-spectroscopy/README.txt,TRUE,
112933,10.3847/1538-4365/ac2ee2,2022,https://konkoly.hu/staff/lmolnar/tess_rrl_firstlight_all_lcs.txt,Light curve data,TXT,https://konkoly.hu,FALSE,NA,NA,https://konkoly.hu/staff/lmolnar/tess_rrl_firstlight_all_lcs.txt,TRUE,
115997,10.1002/jsp2.1217,2022,https://onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1002%2Fjsp2.1217&file=jsp21217-sup-0001-supinfo.doc,Data,DOC,https://onlinelibrary.wiley.com,FALSE,10.1002,Wiley,https://onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1002%2Fjsp2.1217&file=jsp21217-sup-0001-supinfo.doc,TRUE,
114815,10.1016/j.chemosphere.2022.134987,2022,https://ars.els-cdn.com/content/image/1-s2.0-S0045653522014801-mmc1.doc,Supplementary Data,DOC,https://ars.els-cdn.com,FALSE,NA,NA,https://ars.els-cdn.com/content/image/1-s2.0-S0045653522014801-mmc1.doc,TRUE,
115863,10.1016/j.scitotenv.2022.157581,2022,https://ars.els-cdn.com/content/image/1-s2.0-S0048969722046794-mmc1.docx,Supplementary Data,DOCX,https://ars.els-cdn.com,FALSE,NA,NA,https://ars.els-cdn.com/content/image/1-s2.0-S0048969722046794-mmc1.docx,TRUE,
115017,10.1016/j.jinorgbio.2022.111886,2022,https://ars.els-cdn.com/content/image/1-s2.0-S0162013422001751-mmc1.docx,Supplementary Data,DOCX,https://ars.els-cdn.com,FALSE,NA,NA,https://ars.els-cdn.com/content/image/1-s2.0-S0162013422001751-mmc1.docx,TRUE,
86225,10.1098/rspb.2015.2893,2016,http://rspb.royalsocietypublishing.org/highwire/filestream/69959/field_highwire_adjunct_files/0/rspb20152893supp1.docx,Data Supplement,DOCX,http://rspb.royalsocietypublishing.org,FALSE,NA,NA,http://rspb.royalsocietypublishing.org/highwire/filestream/69959/field_highwire_adjunct_files/0/rspb20152893supp1.docx,FALSE,
83453,10.1016/j.polymer.2017.11.055,2018,https://ars.els-cdn.com/content/image/1-s2.0-S0032386117311254-mmc1.docx,Supplementary Data,DOCX,https://ars.els-cdn.com,FALSE,NA,NA,https://ars.els-cdn.com/content/image/1-s2.0-S0032386117311254-mmc1.docx,TRUE,
59910,10.1016/j.jeurceramsoc.2015.05.012,2015,http://www.sciencedirect.com/science/MiamiMultiMediaURL/1-s2.0-S0955221915002289/1-s2.0-S0955221915002289-mmc1.docx/271630/html/S0955221915002289/62c193add732cafb172ecb3984b64dee/mmc1.docx,Supplementary Data,DOCX,http://www.sciencedirect.com,FALSE,NA,NA,http://www.sciencedirect.com/science/MiamiMultiMediaURL/1-s2.0-S0955221915002289/1-s2.0-S0955221915002289-mmc1.docx/271630/html/S0955221915002289/62c193add732cafb172ecb3984b64dee/mmc1.docx,FALSE,
114950,10.1016/j.rse.2022.113087,2022,https://ars.els-cdn.com/content/image/1-s2.0-S0034425722002012-mmc1.docx,Supplementary data,DOCX,https://ars.els-cdn.com,FALSE,NA,NA,https://ars.els-cdn.com/content/image/1-s2.0-S0034425722002012-mmc1.docx,TRUE,
114883,10.1016/j.neuropharm.2022.109140,2022,https://ars.els-cdn.com/content/image/1-s2.0-S002839082200199X-mmc1.docx,Supplementary data,DOCX,https://ars.els-cdn.com,FALSE,NA,NA,https://ars.els-cdn.com/content/image/1-s2.0-S002839082200199X-mmc1.docx,TRUE,
114745,10.1016/j.atmosenv.2021.118824,2022,https://ars.els-cdn.com/content/image/1-s2.0-S1352231021006464-mmc1.docx,Supplementary data,DOCX,https://ars.els-cdn.com,FALSE,NA,NA,https://ars.els-cdn.com/content/image/1-s2.0-S1352231021006464-mmc1.docx,TRUE,
114743,10.1016/j.ijms.2022.116848,2022,https://ars.els-cdn.com/content/image/1-s2.0-S1387380622000537-mmc1.docx,Supplementary data,DOCX,https://ars.els-cdn.com,FALSE,NA,NA,https://ars.els-cdn.com/content/image/1-s2.0-S1387380622000537-mmc1.docx,TRUE,
115024,10.1029/2021gc010196,2022,https://agupubs.onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1029%2F2021GC010196&file=2021GC010196-sup-0002-Data+Set+SI-S01.xlsx,Data Set S1,XLSX,https://agupubs.onlinelibrary.wiley.com,FALSE,10.1029,American Geophysical Union (AGU),https://agupubs.onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1029%2F2021GC010196&file=2021GC010196-sup-0002-Data+Set+SI-S01.xlsx,TRUE,
115024,10.1029/2021gc010196,2022,https://agupubs.onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1029%2F2021GC010196&file=2021GC010196-sup-0003-Data+Set+SI-S02.xlsx,Data Set S2,XLSX,https://agupubs.onlinelibrary.wiley.com,FALSE,10.1029,American Geophysical Union (AGU),https://agupubs.onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1029%2F2021GC010196&file=2021GC010196-sup-0003-Data+Set+SI-S02.xlsx,TRUE,
115024,10.1029/2021gc010196,2022,https://agupubs.onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1029%2F2021GC010196&file=2021GC010196-sup-0004-Data+Set+SI-S03.xlsx,Data Set S3,XLSX,https://agupubs.onlinelibrary.wiley.com,FALSE,10.1029,American Geophysical Union (AGU),https://agupubs.onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1029%2F2021GC010196&file=2021GC010196-sup-0004-Data+Set+SI-S03.xlsx,TRUE,
114752,10.1016/j.ejop.2021.125861,2022,https://ars.els-cdn.com/content/image/1-s2.0-S0932473921000961-mmc1.xlsx,Supplementary data 1,XLSX,https://ars.els-cdn.com,FALSE,NA,NA,https://ars.els-cdn.com/content/image/1-s2.0-S0932473921000961-mmc1.xlsx,TRUE,
114745,10.1016/j.atmosenv.2021.118824,2022,https://ars.els-cdn.com/content/image/1-s2.0-S1352231021006464-mmc2.xlsx,Supplementary data,XLSX,https://ars.els-cdn.com,FALSE,NA,NA,https://ars.els-cdn.com/content/image/1-s2.0-S1352231021006464-mmc2.xlsx,TRUE,
114729,10.1016/j.actamat.2022.117987,2022,https://ars.els-cdn.com/content/image/1-s2.0-S1359645422003688-mmc1.pdf,Supplementary Data S1. Supplementary Raw Research Data,PDF,https://ars.els-cdn.com,FALSE,NA,NA,https://ars.els-cdn.com/content/image/1-s2.0-S1359645422003688-mmc1.pdf,TRUE,Supplemental material
85039,10.1130/G39621.1,2018,http://www.geosociety.org/datarepository/2018/2018136.pdf,Data,PDF,http://www.geosociety.org,FALSE,NA,NA,http://www.geosociety.org/datarepository/2018/2018136.pdf,FALSE,Data repository moved to figshare
83811,10.1130/G39829.1,2018,http://www.geosociety.org/datarepository/2018/2018030.pdf,GSA Data Repository item 2017030,PDF,http://www.geosociety.org,FALSE,NA,NA,http://www.geosociety.org/datarepository/2018/2018030.pdf,FALSE,Data repository moved to figshare
82180,10.5194/acp-17-11135-2017,2017,https://www.atmos-chem-phys.net/17/11135/2017/acp-17-11135-2017-supplement.pdf,Supplemental Data,PDF,https://www.atmos-chem-phys.net,FALSE,NA,NA,https://www.atmos-chem-phys.net/17/11135/2017/acp-17-11135-2017-supplement.pdf,TRUE,Supplemental material
72399,10.1130/G22163.1,2006,https://www.geosociety.org/datarepository/2006/2006060.pdf,Data,PDF,https://www.geosociety.org,FALSE,NA,NA,https://www.geosociety.org/datarepository/2006/2006060.pdf,FALSE,Data repository moved to figshare
60531,10.1088/0957-4484/21/28/285607,2010,http://iopscience.iop.org/0957-4484/21/28/285607/media/nano352522suppdata.pdf,Supplementary Data,PDF,http://iopscience.iop.org,FALSE,NA,NA,http://iopscience.iop.org/0957-4484/21/28/285607/media/nano352522suppdata.pdf,FALSE,
60404,10.1088/1367-2630/17/11/113042,2015,http://iopscience.iop.org/1367-2630/17/11/113042/media/NJP113042_suppdata.pdf,Supplementary Data,PDF,http://iopscience.iop.org,FALSE,NA,NA,http://iopscience.iop.org/1367-2630/17/11/113042/media/NJP113042_suppdata.pdf,FALSE,
59501,10.1016/j.devcel.2006.08.009,2006,http://www.sciencedirect.com/science/MiamiMultiMediaURL/1-s2.0-S1534580706003558/1-s2.0-S1534580706003558-mmc1.pdf/272236/html/S1534580706003558/4e28f6f459abd843b23daa2cadef91a3/mmc1.pdf,Supplemental Data,PDF,http://www.sciencedirect.com,FALSE,NA,NA,http://www.sciencedirect.com/science/MiamiMultiMediaURL/1-s2.0-S1534580706003558/1-s2.0-S1534580706003558-mmc1.pdf/272236/html/S1534580706003558/4e28f6f459abd843b23daa2cadef91a3/mmc1.pdf,FALSE,
58276,10.1016/j.molcel.2009.11.017,2009,http://www.sciencedirect.com/science/MiamiMultiMediaURL/1-s2.0-S1097276509008582/1-s2.0-S1097276509008582-mmc1.pdf/272198/html/S1097276509008582/4d4694757513457a2d07a90d8e34eeea/mmc1.pdf,Supplemental Data,PDF,http://www.sciencedirect.com,FALSE,NA,NA,http://www.sciencedirect.com/science/MiamiMultiMediaURL/1-s2.0-S1097276509008582/1-s2.0-S1097276509008582-mmc1.pdf/272198/html/S1097276509008582/4d4694757513457a2d07a90d8e34eeea/mmc1.pdf,FALSE,
115502,NA,2022,http://quantumai.google/hardware/datasheet/weber.pdf,Weber device datasheet,PDF,http://quantumai.google,FALSE,NA,NA,http://quantumai.google/hardware/datasheet/weber.pdf,TRUE,
114740,10.1016/j.gca.2022.04.027,2022,https://ars.els-cdn.com/content/image/1-s2.0-S0016703722002101-mmc2.pdf,Supplementary data 2,PDF,https://ars.els-cdn.com,FALSE,NA,NA,https://ars.els-cdn.com/content/image/1-s2.0-S0016703722002101-mmc2.pdf,TRUE,Supplemental material
106942,10.1140/epjc/s10052-020-7917-7,2020,https://cms-docdb.cern.ch/cgi-bin/PublicDocDB/RetrieveFile?docid=6032&filename=CMSDataPolicyV1.2.pdf&version=2,"CMS data preservation, re-use and open access policy",PDF,https://cms-docdb.cern.ch,FALSE,NA,NA,https://cms-docdb.cern.ch/cgi-bin/PublicDocDB/RetrieveFile?docid=6032&filename=CMSDataPolicyV1.2.pdf&version=2,TRUE,connection not private warning
117947,10.2138/am-2022-8335,2022,http://www.minsocam.org/MSA/AmMin/TOC/2022/Nov2022_data/AM-22-118335.zip,Data,ZIP,http://www.minsocam.org,FALSE,NA,NA,http://www.minsocam.org/MSA/AmMin/TOC/2022/Nov2022_data/AM-22-118335.zip,TRUE,
115318,10.1126/science.abq0839,2022,https://www.science.org/doi/suppl/10.1126/science.abq0839/suppl_file/science.abq0839_data_s1_to_s3.zip,Supplementary Materials: Data S1-S3,ZIP,https://www.science.org,FALSE,10.1126,American Association for the Advancement of Science (AAAS),https://www.science.org/doi/suppl/10.1126/science.abq0839/suppl_file/science.abq0839_data_s1_to_s3.zip,TRUE,Supplemental material
114601,10.1126/science.abo2029,2022,https://www.science.org/doi/suppl/10.1126/science.abo2029/suppl_file/science.abo2029_sm.zip,Data S1,ZIP,https://www.science.org,FALSE,10.1126,American Association for the Advancement of Science (AAAS),https://www.science.org/doi/suppl/10.1126/science.abo2029/suppl_file/science.abo2029_sm.zip,TRUE,Supplemental material
99896,10.1038/s41561-019-0485-5,2019,https://github.com/xuejianust/NGsulfate/blob/master/NG.zip,Data,ZIP,https://github.com,FALSE,NA,NA,https://github.com/xuejianust/NGsulfate/blob/master/NG.zip,TRUE,
72621,10.1093/nar/gkw1148,2017,https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/nar/45/1/10.1093_nar_gkw1148/3/gkw1148_Supp.zip,Supplementary Data,ZIP,https://oup.silverchair-cdn.com,FALSE,10.1093,Oxford University Press (OUP),https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/nar/45/1/10.1093_nar_gkw1148/3/gkw1148_Supp.zip,FALSE,
68959,10.1038/nature18287,2016,http://www.nature.com/nature/journal/v535/n7612/extref/nature18287-s1.zip,Supplementary Data,ZIP,http://www.nature.com,FALSE,NA,NA,http://www.nature.com/nature/journal/v535/n7612/extref/nature18287-s1.zip,FALSE,
57144,10.2138/am-2015-5077CCBYNCND,2015,http://www.minsocam.org/msa/ammin/toc/2015/Apr2015_data/AM-15-45077.zip,Supplementary Data,ZIP,http://www.minsocam.org,FALSE,NA,NA,http://www.minsocam.org/msa/ammin/toc/2015/Apr2015_data/AM-15-45077.zip,TRUE,
50354,10.7554/eLife.03781,2014,http://elifesciences.org/highwire/filestream/16581/field_highwire_adjunct_files/0/elife03781_Supplemental_files.zip,Data Supplement,ZIP,http://elifesciences.org,FALSE,NA,NA,http://elifesciences.org/highwire/filestream/16581/field_highwire_adjunct_files/0/elife03781_Supplemental_files.zip,FALSE,
46094,10.1257/mic.6.2.1,2014,http://www.aeaweb.org/aej/mic/data/0602/2012-0113_data.zip,Data Supplement,ZIP,http://www.aeaweb.org,FALSE,NA,NA,http://www.aeaweb.org/aej/mic/data/0602/2012-0113_data.zip,TRUE,
43217,10.1016/j.combustflame.2013.11.022,2014,http://www.sciencedirect.com/science/MiamiMultiMediaURL/1-s2.0-S0010218013004355/1-s2.0-S0010218013004355-mmc1.zip/271463/FULL/S0010218013004355/fa5af918b9d987d9c94a4cafa0c62069/mmc1.zip,Supplementary Data,ZIP,http://www.sciencedirect.com,FALSE,NA,NA,http://www.sciencedirect.com/science/MiamiMultiMediaURL/1-s2.0-S0010218013004355/1-s2.0-S0010218013004355-mmc1.zip/271463/FULL/S0010218013004355/fa5af918b9d987d9c94a4cafa0c62069/mmc1.zip,FALSE,
43217,10.1016/j.combustflame.2013.11.022,2014,http://www.sciencedirect.com/science/MiamiMultiMediaURL/1-s2.0-S0010218013004355/1-s2.0-S0010218013004355-mmc2.zip/271463/FULL/S0010218013004355/fb29ba57509dc3c04c13049c45cb2658/mmc2.zip,Supplementary Data,ZIP,http://www.sciencedirect.com,FALSE,NA,NA,http://www.sciencedirect.com/science/MiamiMultiMediaURL/1-s2.0-S0010218013004355/1-s2.0-S0010218013004355-mmc2.zip/271463/FULL/S0010218013004355/fb29ba57509dc3c04c13049c45cb2658/mmc2.zip,FALSE,
43217,10.1016/j.combustflame.2013.11.022,2014,http://www.sciencedirect.com/science/MiamiMultiMediaURL/1-s2.0-S0010218013004355/1-s2.0-S0010218013004355-mmc3.zip/271463/FULL/S0010218013004355/1321009ab031b7b763e0060cb51ef6cf/mmc3.zip,Supplementary Data,ZIP,http://www.sciencedirect.com,FALSE,NA,NA,http://www.sciencedirect.com/science/MiamiMultiMediaURL/1-s2.0-S0010218013004355/1-s2.0-S0010218013004355-mmc3.zip/271463/FULL/S0010218013004355/1321009ab031b7b763e0060cb51ef6cf/mmc3.zip,FALSE,
42875,10.1257/mic.5.4.142,2013,http://www.aeaweb.org/aej/mic/data/2011-0116_data.zip,Supplemental material - Data set,ZIP,http://www.aeaweb.org,FALSE,NA,NA,http://www.aeaweb.org/aej/mic/data/2011-0116_data.zip,TRUE,
29134,10.1016/j.combustflame.2011.05.021,2012,http://www.sciencedirect.com/science/MiamiMultiMediaURL/1-s2.0-S0010218011001672/1-s2.0-S0010218011001672-mmc1.zip/271463/FULL/S0010218011001672/ebab7d2c094fc0f2d8f3c717eecbde7f/mmc1.zip,Supplementary Data,ZIP,http://www.sciencedirect.com,FALSE,NA,NA,http://www.sciencedirect.com/science/MiamiMultiMediaURL/1-s2.0-S0010218011001672/1-s2.0-S0010218011001672-mmc1.zip/271463/FULL/S0010218011001672/ebab7d2c094fc0f2d8f3c717eecbde7f/mmc1.zip,FALSE,
114752,10.1016/j.ejop.2021.125861,2022,https://ars.els-cdn.com/content/image/1-s2.0-S0932473921000961-mmc2.zip,Supplementary data 2,ZIP,https://ars.els-cdn.com,FALSE,NA,NA,https://ars.els-cdn.com/content/image/1-s2.0-S0932473921000961-mmc2.zip,TRUE,
