eprint_id,record_doi,related_url,description,type,date,related_url_short,related_url_doi,year,doi_name
110848,10.1073/pnas.2106042118,http://storage.googleapis.com/gresearch/metal-oxide-spectroscopy/README.txt,Data,related,2021-09-14,http://storage.googleapis.com,NA,2021,NA
110812,10.1029/2021JB021916,10.17632/mkpgbs4hf3.4,Data,doi,2021-08,NA,10.17632,2021,bl.mendeley
110812,10.1029/2021JB021916,http://hdl.handle.net/10063/8666,Data,related,2021-08,http://hdl.handle.net,NA,2021,NA
110796,10.1101/2021.09.03.458944,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165835,Data,related,2021-09-06,https://www.ncbi.nlm.nih.gov,NA,2021,NA
110796,10.1101/2021.09.03.458944,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE183026,Data,related,2021-09-06,https://www.ncbi.nlm.nih.gov,NA,2021,NA
110788,10.1016/j.rse.2021.112625,https://rda.ucar.edu/datasets/ds370.1/,NCAR Upper Air Database,related,2021-10,https://rda.ucar.edu,NA,2021,NA
110788,10.1016/j.rse.2021.112625,https://rda.ucar.edu/datasets/ds461.0/,NCEP ADP Global Surface Observational Weather Data,related,2021-10,https://rda.ucar.edu,NA,2021,NA
110768,10.1016/j.icarus.2021.114660,https://pds-rings.seti.org/ringocc/,"NASA Planetary Data System Ring-Moon Systems Node",related,2021-12,https://pds-rings.seti.org,NA,2021,NA
110753,10.1101/2021.09.06.459173,https://github.com/pachterlab/GVFP_2021,Data/Code,related,2021-09-07,https://github.com,NA,2021,NA
110676,10.1128/aem.01339-21,https://identifiers.org/resolve?query=bioproject:PRJNA728135,Data,related,2021-09,https://identifiers.org,NA,2021,NA
110670,10.3390/min11080847,https://pds.nasa.gov,"NASA Planetary Data System",related,2021-08-09,https://pds.nasa.gov,NA,2021,NA
110670,10.3390/min11080847,https://odr.io/chemin,CheMin Database,related,2021-08-09,https://odr.io,NA,2021,NA
110669,10.1029/2021av000386,10.5281/zenodo.4708344,Data,doi,2021-09,NA,10.5281,2021,cern.zenodo
110667,10.1101/2021.01.16.426941,https://openneuro.org/datasets/ds002799/versions/1.0.3,Data,related,2021-01-19,https://openneuro.org,NA,2021,NA
110646,10.1073/pnas.2205221119,https://zenodo.org/record/6568518#.YrtTKHbMK38,Data,related,2022-07-28,https://zenodo.org,NA,2022,NA
110610,10.1038/s41467-021-25149-7,10.17172/NOMAD/2021.07.17-1,Data,doi,2021-08-17,NA,10.17172,2021,tib.hu
110607,10.3390/life11080793,10.5061/dryad.n02v6wwxj,Data,doi,2021-08-05,NA,10.5061,2021,dryad.dryad
110560,10.1093/mnras/stab3794,https://www.tng-project.org/data/,Data,related,2022-03,https://www.tng-project.org,NA,2022,NA
110559,10.1038/s41566-022-01044-5,https://figshare.com/s/6fb22ae146577d1ac7c0,Data,related,2022-07-28,https://figshare.com,NA,2022,NA
110407,10.1039/d1ea00014d,10.25675/10217/232634,Data,doi,2021-09-01,NA,10.25675,2021,csu.rep1
110401,10.1038/s41592-022-01527-x,https://data.4dnucleome.org/experiment-set-replicates/4DNES2R6PUEK/,Data,related,2022-08,https://data.4dnucleome.org,NA,2022,NA
110401,10.1038/s41592-022-01527-x,https://data.4dnucleome.org/experiment-set-replicates/4DNESXZ4FW4T/,Data,related,2022-08,https://data.4dnucleome.org,NA,2022,NA
110401,10.1038/s41592-022-01527-x,https://data.4dnucleome.org/publications/80007b23-7748-4492-9e49-c38400acbe60,Data,related,2022-08,https://data.4dnucleome.org,NA,2022,NA
110401,10.1038/s41592-022-01527-x,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE188028,Data,related,2022-08,https://www.ncbi.nlm.nih.gov,NA,2022,NA
110401,10.1038/s41592-022-01527-x,10.5281/zenodo.6540731,Data,doi,2022-08,NA,10.5281,2022,cern.zenodo
110400,10.1073/pnas.2102267118,10.22002/D1.1996,Data,doi,2021-09-07,NA,10.22002,2021,caltech.data
110385,10.1029/2021EA001959,https://pds-geosciences.wustl.edu/missions/insight/index.htm,"NASA Planetary Data System Geosciences Node",related,2021-12,https://pds-geosciences.wustl.edu,NA,2021,NA
110385,10.1029/2021EA001959,https://pds-imaging.jpl.nasa.gov/,"NASA Planetary Data System Cartography and Imaging Node",related,2021-12,https://pds-imaging.jpl.nasa.gov,NA,2021,NA
110384,10.1029/2021EA001953,10.25573/data.15121554,Data,doi,2022-02,NA,10.25573,2022,si.figshare
110379,10.3389/feart.2021.702828,10.17632/xk479zkpm8.1,Data,doi,2021-07-12,NA,10.17632,2021,bl.mendeley
110374,10.5194/acp-21-11113-2021,https://espoarchive.nasa.gov/archive/browse/atom,Data,related,2021-07-22,https://espoarchive.nasa.gov,NA,2021,NA
110374,10.5194/acp-21-11113-2021,10.3334/ORNLDAAC/1581,Data,doi,2021-07-22,NA,10.3334,2021,ORNL Environmental Sciences Division
110374,10.5194/acp-21-11113-2021,10.3334/ORNLDAAC/1747,Data,doi,2021-07-22,NA,10.3334,2021,ORNL Environmental Sciences Division
110356,10.5194/esurf-9-755-2021,10.6084/m9.figshare.13169498.v1,Data,doi,2021-07-23,NA,10.6084,2021,figshare.ars
110301,10.3390/brainsci11080965,https://nda.nih.gov/edit_collection.html?id=2417,Data,related,2021-07-23,https://nda.nih.gov,NA,2021,NA
110301,10.3390/brainsci11080965,https://openneuro.org/datasets/ds000228,Data,related,2021-07-23,https://openneuro.org,NA,2021,NA
110290,10.1016/j.cortex.2021.07.008,https://crcns.org/data-sets/vc/vim-2,Data,related,2021-10,https://crcns.org,NA,2021,NA
110286,10.1111/epi.17010,10.17605/OSF.IO/HV7JA,Data,doi,2021-09,NA,10.17605,2021,cos.osf
110256,10.3847/PSJ/ac0ea0,https://github.com/elisabethadams/superpig-public,Data products,related,2021-08,https://github.com,NA,2021,NA
110223,10.1038/s43247-021-00234-3,10.22002/D1.2022,Data,doi,2021-08-11,NA,10.22002,2021,caltech.data
110192,10.1016/j.cub.2022.01.008,10.17632/7g984jm2zc.1,Data,doi,2022-03-14,NA,10.17632,2022,bl.mendeley
110191,10.7554/eLife.74464,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE181577,Data,related,2022-01-28,https://www.ncbi.nlm.nih.gov,NA,2022,NA
110191,10.7554/eLife.74464,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE131688,Data,related,2022-01-28,https://www.ncbi.nlm.nih.gov,NA,2022,NA
110175,10.1029/2021gc009759,https://gsapubs.figshare.com/articles/journal_contribution/Supplemental_material_Aridity-induced_Miocene_canyon_incision_in_the_Central_Andes/12533894,Data,related,2021-08,https://gsapubs.figshare.com,NA,2021,NA
110149,10.1101/2021.08.02.454472,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA713414,Data,related,2021-08-03,https://www.ncbi.nlm.nih.gov,NA,2021,NA
110141,10.1093/mnras/stab1398,http://cdsarc.u-strasbg.fr/viz-bin/qcat?J/MNRAS,Data,related,2021-07,http://cdsarc.u-strasbg.fr,NA,2021,NA
110123,10.1126/scitranslmed.abc8922,https://0-www-ncbi-nlm-nih-gov.brum.beds.ac.uk/geo/query/acc.cgi?acc=GSE173658,Data,related,2021-07-28,https://0-www-ncbi-nlm-nih-gov.brum.beds.ac.uk,NA,2021,NA
110122,10.1126/sciadv.abf9616,https://openneuro.org/datasets/ds003682,Data,related,2021-07-28,https://openneuro.org,NA,2021,NA
110118,10.1101/2021.07.30.454514,https://data.caltech.edu/records/2017,Data,related,2021-08-01,https://data.caltech.edu,NA,2021,NA
110118,10.1101/2021.07.30.454514,https://data.caltech.edu/records/2018,Data,related,2021-08-01,https://data.caltech.edu,NA,2021,NA
110107,NA,10.22002/D1.2026,Data,doi,2021-07-20,NA,10.22002,2021,caltech.data
110107,NA,10.22002/D1.2025,Data,doi,2021-07-20,NA,10.22002,2021,caltech.data
110069,10.1029/2021jb021976,10.22002/D1.2009,Data,doi,2021-08,NA,10.22002,2021,caltech.data
110069,10.1029/2021jb021976,10.22002/D1.2010,Data,doi,2021-08,NA,10.22002,2021,caltech.data
110042,10.1088/2632-2153/ac0ea1,https://www.tensorflow.org/datasets/catalog/svhn_cropped,TensorFlow Datasets,related,2021-12,https://www.tensorflow.org,NA,2021,NA
110040,10.5194/amt-14-4689-2021,https://aeronet.gsfc.nasa.gov/new_web/download_all_v3_aod.html,Data,related,2021-06-24,https://aeronet.gsfc.nasa.gov,NA,2021,NA
110037,10.3389/feart.2021.579198,http://hielo.igme.es/index.php/en/,Datasets,related,2021-06-17,http://hielo.igme.es,NA,2021,NA
110026,10.5194/amt-14-4507-2021,10.22002/D1.1998,Data,doi,2021-06-18,NA,10.22002,2021,caltech.data
110009,10.1038/s41588-021-00896-x,http://mccarthy.well.ox.ac.uk/publications/2019/EggBirthWeight_NatureGenetics/Fetal_BW_European_meta.NG2019.txt.gz,Datasets,related,2021-08,http://mccarthy.well.ox.ac.uk,NA,2021,NA
110009,10.1038/s41588-021-00896-x,http://mccarthy.well.ox.ac.uk/publications/2019/EggBirthWeight_NatureGenetics/Maternal_BW_European_meta.NG2019.txt.gz,Datasets,related,2021-08,http://mccarthy.well.ox.ac.uk,NA,2021,NA
110009,10.1038/s41588-021-00896-x,https://egg-consortium.org/downloads/EGG-GWAS-BL.txt.gz,Datasets,related,2021-08,https://egg-consortium.org,NA,2021,NA
109943,10.1029/2021av000407,http://ds.iris.edu/ds/nodes/dmc/forms/assembled-data/,Data,related,2021-09,http://ds.iris.edu,NA,2021,NA
109934,10.1051/0004-6361/202039933,https://spdf.gsfc.nasa.gov/,"NASA Space Physics Data Facility",related,2021-07,https://spdf.gsfc.nasa.gov,NA,2021,NA
109926,10.1098/rspa.2021.0326,https://github.com/Romit-Maulik/POD_RKHS,Data,related,2021-08,https://github.com,NA,2021,NA
109913,10.1126/sciadv.abe9829,10.5281/zenodo.4161694,Data,doi,2021-07-02,NA,10.5281,2021,cern.zenodo
109883,10.1051/0004-6361/202140578,10.5281/zenodo.4672444,Data,doi,2021-06,NA,10.5281,2021,cern.zenodo
109879,10.1051/0004-6361/202140342,http://cdsarc.u-strasbg.fr/,Data,related,2021-06,http://cdsarc.u-strasbg.fr,NA,2021,NA
109879,10.1051/0004-6361/202140342,http://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/650/A129,Data,related,2021-06,http://cdsarc.u-strasbg.fr,NA,2021,NA
109853,10.1016/j.icarus.2021.114481,https://pds-geosciences.wustl.edu/missions/msl/index.htm,"NASA Planetary Data System",related,2021-09,https://pds-geosciences.wustl.edu,NA,2021,NA
109847,10.1162/leon_a_01832,10.25611/7EE9-RW96,Supplementary Data,doi,2021-06,NA,10.25611,2021,rice.fondren
109841,10.3847/1538-4365/abfcc4,https://lambda.gsfc.nasa.gov/product/act/,Data and notebooks,related,2021-07,https://lambda.gsfc.nasa.gov,NA,2021,NA
109816,10.1029/2021gl094235,http://pds.nasa.gov,"NASA Planetary Data System",related,2021-07-28,http://pds.nasa.gov,NA,2021,NA
109816,10.1029/2021gl094235,https://atmos.nmsu.edu/PDS/data/jnojir_1001,Experiment Data Record; raw data,related,2021-07-28,https://atmos.nmsu.edu,NA,2021,NA
109816,10.1029/2021gl094235,https://atmos.nmsu.edu/PDS/data/jnojir_1002,Experiment Data Record; raw data,related,2021-07-28,https://atmos.nmsu.edu,NA,2021,NA
109816,10.1029/2021gl094235,https://atmos.nmsu.edu/PDS/data/jnojir_1003,Experiment Data Record; raw data,related,2021-07-28,https://atmos.nmsu.edu,NA,2021,NA
109816,10.1029/2021gl094235,https://atmos.nmsu.edu/PDS/data/jnojir_2001,Reduced Data Record; calibrated data,related,2021-07-28,https://atmos.nmsu.edu,NA,2021,NA
109816,10.1029/2021gl094235,https://atmos.nmsu.edu/PDS/data/jnojir_2002,Reduced Data Record; calibrated data,related,2021-07-28,https://atmos.nmsu.edu,NA,2021,NA
109816,10.1029/2021gl094235,https://atmos.nmsu.edu/PDS/data/jnojir_2003,Reduced Data Record; calibrated data,related,2021-07-28,https://atmos.nmsu.edu,NA,2021,NA
109807,10.1101/2021.07.04.451059,https://youtu.be/LVRxtmrT168,Extended Data Movie 1,related,2021-07-05,https://youtu.be,NA,2021,NA
109807,10.1101/2021.07.04.451059,https://youtu.be/YyJ64ngzh8k,Extended Data Movie 2,related,2021-07-05,https://youtu.be,NA,2021,NA
109777,10.1126/science.abm9922,https://osf.io/42r9c/,Data,related,2022-05-06,https://osf.io,NA,2022,NA
109773,10.1101/2021.07.04.451030,https://single-cell.wormbase.org/,Data/Code,related,2021-07-04,https://single-cell.wormbase.org,NA,2021,NA
109773,10.1101/2021.07.04.451030,https://github.com/WormBase/scdefg,Data/Code,related,2021-07-04,https://github.com,NA,2021,NA
109773,10.1101/2021.07.04.451030,https://github.com/WormBase/wormcells-viz,Data/Code,related,2021-07-04,https://github.com,NA,2021,NA
109773,10.1101/2021.07.04.451030,https://github.com/WormBase/anndata-wrangling,Data/Code,related,2021-07-04,https://github.com,NA,2021,NA
109758,10.1126/science.abg5999,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE150627,Data,related,2021-07-09,https://www.ncbi.nlm.nih.gov,NA,2021,NA
109755,10.1126/science.abg5449,10.5061/dryad.k3j9kd576,Dataset,doi,2021-07-09,NA,10.5061,2021,dryad.dryad
109749,10.3389/fmars.2021.672477,https://catalog.pangeo.io/browse/master/ocean/CESM_POP/,Data,related,2021-06-09,https://catalog.pangeo.io,NA,2021,NA
109744,10.1126/sciadv.abf4507,10.7910/DVN/K8SN73,Datasets,doi,2021-06-30,NA,10.7910,2021,gdcc.harvard-dv
109742,10.1016/j.cels.2022.05.004,10.5281/zenodo.6432083,Data,doi,2022-07-20,NA,10.5281,2022,cern.zenodo
109729,10.1038/s41586-021-03669-y,https://www.ebi.ac.uk/ena/browser/view/PRJNA632893,Data,related,2021-07-15,https://www.ebi.ac.uk,NA,2021,NA
109693,10.1084/jem.20202648,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE159960,Data,related,2021-08-02,https://www.ncbi.nlm.nih.gov,NA,2021,NA
109688,10.1038/s41586-021-03816-5,https://sbn.psi.edu/pds/resource/orex/,Planetary Data System,related,2021-10-07,https://sbn.psi.edu,NA,2021,NA
109685,10.1029/2021av000395,10.7914/SN/CI,Data,doi,2021-06,NA,10.7914,2021,iris.iris
109685,10.1029/2021av000395,10.7909/C3WD3xH1,Data,doi,2021-06,NA,10.7909,2021,caltech.library
109682,10.1016/j.adapen.2021.100051,https://github.com/carnegie/SEM_public/tree/Ruggles_et_al_2021,Data/Code,related,2021-08-25,https://github.com,NA,2021,NA
109676,10.1093/mnras/stab911,https://gitlab.com/ssc-boxfit,Data/Code,related,2021-06,https://gitlab.com,NA,2021,NA
109676,10.1093/mnras/stab911,https://gitlab.com/ssc-boxfit/SSC_boxfit,Data/Code,related,2021-06,https://gitlab.com,NA,2021,NA
109668,10.1029/2021je006828,10.22002/D1.1971,Data,doi,2021-07,NA,10.22002,2021,caltech.data
109649,10.1016/j.ydbio.2021.06.003,https://github.com/mpiacentino/Transcriptome-profiling-reveals-BMP-target-genes-during-midbrain-neural-crest-delamination,Data/Code,related,2021-09,https://github.com,NA,2021,NA
109620,10.1038/s41557-021-00714-1,10.2210/pdb6Q32/pdb,Data,doi,2021-08,NA,10.2210,2021,Worldwide Protein Data Bank
109615,NA,https://data.caltech.edu/records/1878,Data,related,2021-06,https://data.caltech.edu,NA,2021,NA
109588,10.1088/1361-6382/ac011a,http://pem.ligo.org,Data,related,2021-07-22,http://pem.ligo.org,NA,2021,NA
109584,10.1029/2021gl093048,10.5281/zenodo.4549245,Data,doi,2021-07-08,NA,10.5281,2021,cern.zenodo
109556,10.1029/2020jb021053,https://scedc.caltech.edu/research-tools/eewtesting.html,Southern California Earthquake Data Center,related,2021-07,https://scedc.caltech.edu,NA,2021,NA
109556,10.1029/2020jb021053,10.7914/SN/AZ,Data,doi,2021-07,NA,10.7914,2021,iris.iris
109556,10.1029/2020jb021053,10.7914/SN/BC,Data,doi,2021-07,NA,10.7914,2021,iris.iris
109556,10.1029/2020jb021053,10.7914/SN/CC,Data,doi,2021-07,NA,10.7914,2021,iris.iris
109556,10.1029/2020jb021053,10.7914/SN/CI,Data,doi,2021-07,NA,10.7914,2021,iris.iris
109556,10.1029/2020jb021053,10.7914/SN/CN,Data,doi,2021-07,NA,10.7914,2021,iris.iris
109556,10.1029/2020jb021053,10.7914/SN/IU,Data,doi,2021-07,NA,10.7914,2021,iris.iris
109556,10.1029/2020jb021053,10.7914/SN/NC,Data,doi,2021-07,NA,10.7914,2021,iris.iris
109556,10.1029/2020jb021053,10.7914/SN/NP,Data,doi,2021-07,NA,10.7914,2021,iris.iris
109556,10.1029/2020jb021053,10.7914/SN/UO,Data,doi,2021-07,NA,10.7914,2021,iris.iris
109556,10.1029/2020jb021053,10.7914/SN/OO,Data,doi,2021-07,NA,10.7914,2021,iris.iris
109556,10.1029/2020jb021053,10.7914/SN/US,Data,doi,2021-07,NA,10.7914,2021,iris.iris
109556,10.1029/2020jb021053,10.7914/SN/UW,Data,doi,2021-07,NA,10.7914,2021,iris.iris
109556,10.1029/2020jb021053,10.7909/C3WD3xH1,Southern California Earthquake Data Center,doi,2021-07,NA,10.7909,2021,caltech.library
109556,10.1029/2020jb021053,10.9732/BDSN,Data,doi,2021-07,NA,10.9732,2021,Revista Brasileira de Estudos Politicos
109552,10.1016/j.epsl.2021.117033,10.5281/zenodo.3976952,Data,doi,2021-08-15,NA,10.5281,2021,cern.zenodo
109525,10.1038/s42256-021-00356-5,10.5281/zenodo.3602260,Data,doi,2021-08,NA,10.5281,2021,cern.zenodo
109524,10.1101/2021.06.15.448478,http://support.10xgenomics.com/single-cell/datasets,Data,related,2021-06-16,http://support.10xgenomics.com,NA,2021,NA
109524,10.1101/2021.06.15.448478,https://figshare.com/projects/Tabula_Muris_Transcriptomic_characterization_of_20_organs_and_tissues_from_ Mus_musculus_at_single_cell_resolution/27733,Data,related,2021-06-16,https://figshare.com,NA,2021,NA
109524,10.1101/2021.06.15.448478,https://figshare.com/articles/dataset/PopAlign_Data/11837097/3,Data,related,2021-06-16,https://figshare.com,NA,2021,NA
109524,10.1101/2021.06.15.448478,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2396856,Data,related,2021-06-16,https://www.ncbi.nlm.nih.gov,NA,2021,NA
109523,10.1073/pnas.2025188118,10.22002/D1.1960,Data,doi,2021-06-22,NA,10.22002,2021,caltech.data
109523,10.1073/pnas.2025188118,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA630476,Data,related,2021-06-22,https://www.ncbi.nlm.nih.gov,NA,2021,NA
109508,10.1101/2021.06.14.448395,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE163855,Data/Code,related,2021-06-15,https://www.ncbi.nlm.nih.gov,NA,2021,NA
109508,10.1101/2021.06.14.448395,https://github.com/ycooper27/Tauopathy-MPRA,Data/Code,related,2021-06-15,https://github.com,NA,2021,NA
109504,10.1101/2021.06.17.448889,https://github.com/BrunildaBalliu/FastGxC,Data/Code,related,2021-06-18,https://github.com,NA,2021,NA
109500,10.1073/pnas.2006857118,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA648152,Data,related,2021-06-22,https://www.ncbi.nlm.nih.gov,NA,2021,NA
109486,10.1093/mnras/stab696,https://cosmo.oca.eu/dash/,Data,related,2021-05,https://cosmo.oca.eu,NA,2021,NA
109472,10.1029/2021gl092562,10.26007/feev-qn61,Data,doi,2021-06-28,NA,10.26007,2021,sbn.archive
109450,10.1051/0004-6361/202039352,https://spdf.gsfc.nasa.gov/,"NASA Space Physics Data Facility",related,2021-06,https://spdf.gsfc.nasa.gov,NA,2021,NA
109449,10.1051/0004-6361/202039816,https://spdf.gsfc.nasa.gov/,"NASA Space Physics Data Facility",related,2021-06,https://spdf.gsfc.nasa.gov,NA,2021,NA
109447,10.1051/0004-6361/202039299,https://spdf.gsfc.nasa.gov/,"NASA Space Physics Data Facility",related,2021-06,https://spdf.gsfc.nasa.gov,NA,2021,NA
109439,10.1051/0004-6361/202039754,https://spdf.gsfc.nasa.gov/,"NASA Space Physics Data Facility",related,2021-06,https://spdf.gsfc.nasa.gov,NA,2021,NA
109438,10.1051/0004-6361/202039330,https://spdf.gsfc.nasa.gov,"NASA Space Physics Data Facility",related,2021-06,https://spdf.gsfc.nasa.gov,NA,2021,NA
109413,NA,10.5281/zenodo.4922933,Data/Code,doi,2021-07,NA,10.5281,2021,cern.zenodo
109413,NA,https://github.com/frortega/EPIC_LS,Data/Code,related,2021-07,https://github.com,NA,2021,NA
109397,NA,https://purl.stanford.edu/tp480sx4819,Data,related,2020-11-19,https://purl.stanford.edu,NA,2020,NA
109351,10.1080/00288306.2021.1914118,10.17608/k6.auckland.13551728,Data,doi,2021-04-30,NA,10.17608,2021,nzau.data
109340,10.1093/mnras/stab490,https://irsa.ipac.caltech.edu/data/Herschel/KINGFISH/,Data,related,2021-05,https://irsa.ipac.caltech.edu,NA,2021,NA
109339,10.1093/mnras/stab336,http://cococubed.asu.edu/mesa_market/inlists.html,Data,related,2021-05,http://cococubed.asu.edu,NA,2021,NA
109339,10.1093/mnras/stab336,10.26133/NEA9,Data,doi,2021-05,NA,10.26133,2021,caltech.ipacdoi
109327,10.1038/s41551-021-00735-8,10.5061/dryad.sxksn0310,Data,doi,2022-05,NA,10.5061,2022,dryad.dryad
109325,10.1038/s41592-021-01229-w,https://github.com/shapiro-lab/burst-imaging-public,Data/Code,related,2021-08,https://github.com,NA,2021,NA
109322,10.1093/mnras/stab391,https://telescope.livjm.ac.uk/cgi-bin/lt_search,Data,related,2021-05,https://telescope.livjm.ac.uk,NA,2021,NA
109321,10.1093/mnras/stab203,https://github.com/ExoplanetML/Nigraha,Data,related,2021-04,https://github.com,NA,2021,NA
109306,10.1093/gji/ggaa610,http://scardec.projects.sismo.ipgp.fr/,Data,related,2021-04,http://scardec.projects.sismo.ipgp.fr,NA,2021,NA
109303,10.1029/2020JF005950,10.26009/s0VZMEPD,Data,doi,2021-06,NA,10.26009,2021,iu.sd
109302,10.3389/fmars.2021.640527,https://github.com/aohdera/Ames_et_al_2020,Data/Code,related,2021-04-13,https://github.com,NA,2021,NA
109287,10.1029/2021gl093013,10.6084/m9.figshare.14374067,Data,doi,2021-06-28,NA,10.6084,2021,figshare.ars
109233,10.1063/5.0050807,https://github.com/ClaireRabut/Rabut_2021_uAM_processing_and_data,Data,related,2021-06-14,https://github.com,NA,2021,NA
109225,10.1038/s41550-021-01428-7,https://www.swift.ac.uk/xrt_live_cat/,Data,related,2021-09,https://www.swift.ac.uk,NA,2021,NA
109201,10.1029/2020av000350,https://avirisng.jpl.nasa.gov/dataportal/,AVIRIS-NG Data Portal,related,2021-06,https://avirisng.jpl.nasa.gov,NA,2021,NA
109185,10.1038/s41550-021-01413-0,10.5281/zenodo.4792304,Data,doi,2021-10,NA,10.5281,2021,cern.zenodo
109168,10.1128/aem.00200-21,http://proteomecentral.proteomexchange.org/,Data,related,2021-08,http://proteomecentral.proteomexchange.org,NA,2021,NA
109167,10.3847/1538-4357/abec7e,https://spacephysics.princeton.edu/missions-instruments/isois,Data,related,2021-05-10,https://spacephysics.princeton.edu,NA,2021,NA
109167,10.3847/1538-4357/abec7e,https://spdf.gsfc.nasa.gov,Data,related,2021-05-10,https://spdf.gsfc.nasa.gov,NA,2021,NA
109164,10.1029/2021GL094309,https://esgf-node.llnl.gov/search/cmip6,Data,related,2021-09-20,https://esgf-node.llnl.gov,NA,2021,NA
109163,10.1128/MRA.00265-21,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA667957,Data,related,2021-05-12,https://www.ncbi.nlm.nih.gov,NA,2021,NA
109163,10.1128/MRA.00265-21,https://www.ncbi.nlm.nih.gov/biosample/SAMN16392950,Data,related,2021-05-12,https://www.ncbi.nlm.nih.gov,NA,2021,NA
109163,10.1128/MRA.00265-21,https://www.ncbi.nlm.nih.gov/nuccore/CP063166,Data,related,2021-05-12,https://www.ncbi.nlm.nih.gov,NA,2021,NA
109163,10.1128/MRA.00265-21,https://www.ncbi.nlm.nih.gov/nuccore/CP063168,Data,related,2021-05-12,https://www.ncbi.nlm.nih.gov,NA,2021,NA
109163,10.1128/MRA.00265-21,https://www.ncbi.nlm.nih.gov/sra/SRX9260397,Data,related,2021-05-12,https://www.ncbi.nlm.nih.gov,NA,2021,NA
109163,10.1128/MRA.00265-21,https://www.ncbi.nlm.nih.gov/sra/SRX9260396,Data,related,2021-05-12,https://www.ncbi.nlm.nih.gov,NA,2021,NA
109156,10.7554/elife.63225,10.17605/osf.io/3tsd6,Data,doi,2021-03-23,NA,10.17605,2021,cos.osf
109153,10.1016/j.epsl.2021.116856,10.21979/N9/OTNAWV,Data,doi,2021-05-15,NA,10.21979,2021,gdcc.ntu
109152,10.1017/pan.2020.24,10.7910/DVN/FOUVEL,Dataset,doi,2021-04,NA,10.7910,2021,gdcc.harvard-dv
109117,10.1038/s41592-022-01409-2,https://docs.google.com/spreadsheets/d/1sJDb9B7AtYmfKv4-m8XR7uc3XXw_k4kGSout8cqZ8bY/edit#gid=1363594152,Database,related,2022-05,https://docs.google.com,NA,2022,NA
109117,10.1038/s41592-022-01409-2,10.5281/zenodo.5774128,Data,doi,2022-05,NA,10.5281,2022,cern.zenodo
109086,NA,https://github.com/dsfranca/hamiltonian_updates_tomography,Data/Code,related,2020-09-17,https://github.com,NA,2020,NA
109076,10.1115/1.4050534,https://www.doi.org/10.5281/zenodo.4597372,Data,doi,2021-07,https://www.doi.org,10.5281,2021,cern.zenodo
109067,10.1002/2014jb011389,http://www.gps.caltech.edu/~clay/MASEdir/data_avail.html,MASE Data,related,2015-01,http://www.gps.caltech.edu,NA,2015,NA
109059,10.1073/pnas.1916367118,https://github.com/ncclabsustech/SAT-in-sensorimotor-control,Data,related,2021-06-01,https://github.com,NA,2021,NA
109039,10.1111/mec.15952,http://www.peptideatlas.org/PASS/PRJNA473816,Data,related,2021-07,http://www.peptideatlas.org,NA,2021,NA
109039,10.1111/mec.15952,10.5061/dryad.xgxd254g8,Data,doi,2021-07,NA,10.5061,2021,dryad.dryad
109033,10.1016/j.wroa.2021.100111,https://zenodo.org/record/4730990#.YIxkrqlKgUo,Data/Code,related,2021-08-01,https://zenodo.org,NA,2021,NA
109032,10.1038/s41586-021-03696-9,10.5061/dryad.35ks2,Data,doi,2021-07-15,NA,10.5061,2021,dryad.dryad
109032,10.1038/s41586-021-03696-9,10.1038/s41586-019-0934-8,Data,doi,2021-07-15,NA,10.1038,2021,Springer Science and Business Media LLC
109027,NA,https://www.aicrowd.com/challenges/multi-agent-behavior-representation-modeling-measurement-and-applications,Dataset and Challenge,related,2021-04-06,https://www.aicrowd.com,NA,2021,NA
109015,10.1140/epjc/s10052-021-09158-w,10.5281/zenodo.4559324,Data,doi,2021-05,NA,10.5281,2021,cern.zenodo
109015,10.1140/epjc/s10052-021-09158-w,https://zenodo.org/communities/mpp-hep/,Data,related,2021-05,https://zenodo.org,NA,2021,NA
109014,10.1029/2020jc016957,https://www.bodc.ac.uk/data/documents/cruise/8529/,Data,related,2021-05,https://www.bodc.ac.uk,NA,2021,NA
109011,10.1029/2020WR028787,10.6084/m9.figshare.12794075,Data,doi,2021-05,NA,10.6084,2021,figshare.ars
109011,10.1029/2020WR028787,https://figshare.com/s/ad6d5cdfbba945d93ad2,Data,related,2021-05,https://figshare.com,NA,2021,NA
109006,10.1029/2018JB016517,http://www.ssn.unam.mx/,Data,related,2019-01,http://www.ssn.unam.mx,NA,2019,NA
