eprint_id,record_doi,related_url,description,type,date,related_url_short,related_url_doi,year,doi_name,testLink,linkType,linkIsBase,rowNum,linkTitle
113440,10.1038/s41586-022-04396-8,https://gin.g-node.org/bneedham/Needham_Nature_2022,2DG data,related,2022-02-24,https://gin.g-node.org,NA,2022,NA,https://gin.g-node.org/bneedham/Needham_Nature_2022,URL,FALSE,1107,404
112361,10.1029/2021ea002078,https://co2.jpl.nasa.gov/#mission=OCO-2,OCO-2 Version 10 SIF and column CO₂ data,related,2022-01,https://co2.jpl.nasa.gov,NA,2022,NA,https://co2.jpl.nasa.gov/#mission=OCO-2,URL,FALSE,1133,404
112331,10.1029/2021av000469,http://www.tropomi.eu/data-products/carbon-monoxide,TROPOMI CO data,related,2021-12,http://www.tropomi.eu,NA,2021,NA,http://www.tropomi.eu/data-products/carbon-monoxide,URL,FALSE,1135,404
111883,10.1126/sciadv.abf7460,https://tes.jpl.nasa.gov/chemical-reanalysis/,basic concentration and emission data,related,2021-06-09,https://tes.jpl.nasa.gov,NA,2021,NA,https://tes.jpl.nasa.gov/chemical-reanalysis/,URL,FALSE,1141,404
110170,10.5194/acp-21-9545-2021,https://www.eol.ucar.edu/field_projects/hippo/,HIPPO aircraft data,related,2021-06-24,https://www.eol.ucar.edu,NA,2021,NA,https://www.eol.ucar.edu/field_projects/hippo/,URL,FALSE,1167,404
110170,10.5194/acp-21-9545-2021,https://databace.scisat.ca/level2/ace_v3.5_v3.6/,ACE-FTS data,related,2021-06-24,https://databace.scisat.ca,NA,2021,NA,https://databace.scisat.ca/level2/ace_v3.5_v3.6/,URL,FALSE,1168,404
109944,10.1029/2021jc017429,https://resources.marine.copernicus.eu/%3Foption%3Dcom_csw%26task%3Dresults,Satellite altimeter data,related,2021-07,https://resources.marine.copernicus.eu,NA,2021,NA,https://resources.marine.copernicus.eu/%3Foption%3Dcom_csw%26task%3Dresults,URL,FALSE,1173,404
109816,10.1029/2021gl094235,http://atmos.nmsu.edu:8080/pds,JIRAM data,related,2021-07-28,http://atmos.nmsu.edu:8080,NA,2021,NA,http://atmos.nmsu.edu:8080/pds,URL,FALSE,1175,404
109468,10.1029/2020jg006136,https://e4ftl01.cr.usgs.gov/MOTA/MCD18A2.006/,MCD18A2 data,related,2021-06,https://e4ftl01.cr.usgs.gov,NA,2021,NA,https://e4ftl01.cr.usgs.gov/MOTA/MCD18A2.006/,URL,FALSE,1185,404
109424,10.1029/2020sw002654,https://cdaweb.sci.gsfc.nasa.gov/index.html/,Wind data,related,2021-04,https://cdaweb.sci.gsfc.nasa.gov,NA,2021,NA,https://cdaweb.sci.gsfc.nasa.gov/index.html/,URL,FALSE,1196,404
108253,10.1029/2020gl091875,https://co2.jpl.nasa.gov/#mission=OCO‐2,OCO‐2 Version 9 column CO₂ data,related,2021-03-16,https://co2.jpl.nasa.gov,NA,2021,NA,https://co2.jpl.nasa.gov/#mission=OCO‐2,URL,FALSE,1223,404
108119,NA,https://edgar.jrc.ec.europa.eu/overview.php?v=432_GHG,EDGAR methane emission bottom-up inventory data,related,2021-02-19,https://edgar.jrc.ec.europa.eu,NA,2021,NA,https://edgar.jrc.ec.europa.eu/overview.php?v=432_GHG,URL,FALSE,1226,404
108005,10.1029/2020jd033967,https://search.earthdata.nasa.gov/search/granules?p=C1288777617‐LARC,MOPITT data,related,2021-03-16,https://search.earthdata.nasa.gov,NA,2021,NA,https://search.earthdata.nasa.gov/search/granules?p=C1288777617‐LARC,URL,FALSE,1228,404
107876,10.1029/2020gl090983,http://apps.ecmwf.int/datasets/data/interim_full_daily,ERA‐Interim data,related,2021-02-16,http://apps.ecmwf.int,NA,2021,NA,http://apps.ecmwf.int/datasets/data/interim_full_daily,URL,FALSE,1232,404
107587,10.1029/2020gl091376,http://www2.physik.uni-kiel.de/stereo/data/sept,STEREO SEPT data,related,2021-02-16,http://www2.physik.uni-kiel.de,NA,2021,NA,http://www2.physik.uni-kiel.de/stereo/data/sept,URL,FALSE,1241,404
107463,10.5194/acp-20-14597-2020,https://bai.acom.ucar.edu/Data/fire,FINN emission data,related,2020-12-01,https://bai.acom.ucar.edu,NA,2020,NA,https://bai.acom.ucar.edu/Data/fire,URL,FALSE,1247,404
105752,10.1111/gcb.15373,https://avdc.gsfc.nasa.gov/pub/data/satellite/MetOp/GOME_F/v28,GOME-2 SIF data,related,2021-03,https://avdc.gsfc.nasa.gov,NA,2021,NA,https://avdc.gsfc.nasa.gov/pub/data/satellite/MetOp/GOME_F/v28,URL,FALSE,1268,404
105752,10.1111/gcb.15373,https://www.bgcjena.mpg.de/geodb/projects/Data.php,FLUXCOM GPP data,related,2021-03,https://www.bgcjena.mpg.de,NA,2021,NA,https://www.bgcjena.mpg.de/geodb/projects/Data.php,URL,FALSE,1269,404
105256,https://doi.org/10.1029/2018GB006135,https://www.bgc‐jena.mpg.de/bgi/index.php/Services/Overview,MTE‐GPP data,related,2019-11,https://www.bgc‐jena.mpg.de,NA,2019,NA,https://www.bgc‐jena.mpg.de/bgi/index.php/Services/Overview,URL,FALSE,1276,404
105116,10.1029/2020gl089102,https://www.metoc.navy.mil/jtwc/jtwc.html?best-tracks,Best Track tropical cyclone data,related,2020-09-16,https://www.metoc.navy.mil,NA,2020,NA,https://www.metoc.navy.mil/jtwc/jtwc.html?best-tracks,URL,FALSE,1278,404
104183,10.1038/s41586-020-2421-7,https://archive.stsci.edu/missions-and-data/transiting-exoplanet-survey-satellite-tess,TESS data,related,2020-07-02,https://archive.stsci.edu,NA,2020,NA,https://archive.stsci.edu/missions-and-data/transiting-exoplanet-survey-satellite-tess,URL,FALSE,1291,404
101062,10.3847/1538-4365/ab578f,http://www2.physik.uni-kiel.de/stereo/data/sept/,STEREO SEPT data,related,2020-02,http://www2.physik.uni-kiel.de,NA,2020,NA,http://www2.physik.uni-kiel.de/stereo/data/sept/,URL,FALSE,1309,404
92247,10.1016/j.cageo.2019.01.001,https://bitbucket.org/wlandry/gamra,Research data,related,2019-04,https://bitbucket.org,NA,2019,NA,https://bitbucket.org/wlandry/gamra,URL,FALSE,1321,404
92026,10.3847/1538-3881/aac6e2,https://eosweb.larc.nasa.gov/project/dscovr/dscovr_epic_l1a_2,DISCOVR data,related,2018-07,https://eosweb.larc.nasa.gov,NA,2018,NA,https://eosweb.larc.nasa.gov/project/dscovr/dscovr_epic_l1a_2,URL,FALSE,1322,404
72209,10.1126/science.1237973,http://www.lncrna.caltech.edu/RAP/,Additional data and information,author,2013-08-16,http://www.lncrna.caltech.edu,NA,2013,NA,http://www.lncrna.caltech.edu/RAP/,URL,FALSE,1328,404
70137,10.1002/2015JE004989,http://webgis.wr.usgs.gov/pigwad/down/mars_dl.htm,USGS Planetary GIS Web Server  - MOLA data,related,2016-04,http://webgis.wr.usgs.gov,NA,2016,NA,http://webgis.wr.usgs.gov/pigwad/down/mars_dl.htm,URL,FALSE,1329,404
61552,10.1038/nature15527,https://archive.stsci.edu/missions/hlsp/k2sff/html/c01/ep201563164.html,Processed K2 data,org,2015-10-22,https://archive.stsci.edu,NA,2015,NA,https://archive.stsci.edu/missions/hlsp/k2sff/html/c01/ep201563164.html,URL,FALSE,1337,404
116260,10.5194/acp-22-9617-2022,10.1021/acs.estlett.1c00173,Data,doi,2022-07-29,NA,10.1021,2022,American Chemical Society (ACS),https://doi.org/10.1021/acs.estlett.1c00173,DOI,NA,1441,404
111605,10.1016/j.chom.2021.09.009,10.17632/vp68zv9wj9.1,Data,doi,2021-11-10,NA,10.17632,2021,bl.mendeley,https://doi.org/10.17632/vp68zv9wj9.1,DOI,NA,1652,404
111177,10.1038/s41467-021-26128-8,10.26188/1655706038,Data,doi,2021-10-04,NA,10.26188,2021,unimelb.repo1,https://doi.org/10.26188/1655706038,DOI,NA,1667,404
109556,10.1029/2020jb021053,10.9732/BDSN,Data,doi,2021-07,NA,10.9732,2021,Revista Brasileira de Estudos Politicos,https://doi.org/10.9732/BDSN,DOI,NA,1724,404
108168,10.1002/essoar.10506289.1,10.17632/mkpgbs4hf3.1,Data,related,2021-02-23,NA,10.17632,2021,bl.mendeley,https://doi.org/10.17632/mkpgbs4hf3.1,DOI,NA,1776,404
106221,10.1029/2020EA001463,10.5281/zenodo.4017974,Data,doi,2021-06,NA,10.5281,2021,cern.zenodo,https://doi.org/10.5281/zenodo.4017974,DOI,NA,1828,404
103512,NA,10.2905/21935FFC-B797-4BEE-94DA-8FEC85B3F9E1,Dataset,doi,2020-05-13,NA,10.2905,2020,europ.data,https://doi.org/10.2905/21935FFC-B797-4BEE-94DA-8FEC85B3F9E1,DOI,NA,1891,404
102428,NA,10.14768/20181126001.1,Data,doi,2020-03,NA,10.14768,2020,inist.ipsl,https://doi.org/10.14768/20181126001.1,DOI,NA,1911,404
102411,10.1029/2019gc008751,10.25852/nioz/7b.b.q,Data,related,2020-02,NA,10.25852,2020,bl.crest,https://doi.org/10.25852/nioz/7b.b.q,DOI,NA,1912,404
100825,10.1016/j.molcel.2019.12.013,10.17632/48z8gbddzb.1,Data,related,2020-03-05,NA,10.17632,2020,bl.mendeley,https://doi.org/10.17632/48z8gbddzb.1,DOI,NA,1940,404
67048,NA,10.7910/DVN/29495,Data and replication code,doi,2016-04,NA,10.7910,2016,gdcc.harvard-dv,https://doi.org/10.7910/DVN/29495,DOI,NA,2033,404
106838,NA,10.11998/SeisDmc/SN,Seismic data,doi,2020-12,NA,10.11998,2020,ISTIC,https://doi.org/10.11998/SeisDmc/SN,DOI,NA,2122,404
106838,NA,10.12129/IGGSL.Data.Observation,Waveforms of the NECsaids data,doi,2020-12,NA,10.12129,2020,ISTIC,https://doi.org/10.12129/IGGSL.Data.Observation,DOI,NA,2124,404
106838,NA,10.12197/2020GA012,"Raw multi-frequency (with Gaussian low-pass filters of 0.5, 0.75, 1.0 or 1.5) receiver function waveform data",doi,2020-12,NA,10.12197,2020,ISTIC,https://doi.org/10.12197/2020GA012,DOI,NA,2125,404
93010,10.1038/s41551-019-0376-5,10.6084/m9.figshare.7744004,Source data for figures,related,2019-05,NA,10.6084,2019,figshare.ars,https://doi.org/10.6084/m9.figshare.7744004,DOI,NA,2139,404
83929,10.1002/2017JD026844,10.5281/zenodo.821582.,simulation data,related,2017-08-27,NA,10.5281,2017,cern.zenodo,https://doi.org/10.5281/zenodo.821582.,DOI,NA,2143,404
