rowNum,testLink
737,http://genesdev.cshlp.org/content/16/17/2286/suppl/DC1
740,https://github.com/cbstamatis/RNT
741,https://data.eol.ucar.edu/master_list/?project=SOCRATES
742,https://data.eol.ucar.edu/dataset/552.027
747,https://www.bco-dmo.org/dataset/715706
748,https://www.jbc.org/content/289/7/4395/suppl/DC1
758,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE124872
759,https://github.com/pachterlab/BP_2020
760,https://fcon_1000.projects.nitrc.org/indi/indiPRIME.html
761,https://prime-re.github.io
763,https://oco2.gesdisc.eosdis.nasa.gov/data/OCO2_DATA/OCO2_L2_Lite_SIF.8r
764,https://co2.jpl.nasa.gov
766,https://quickstats.nass.usda.gov
767,https://osf.io/uhjsp
768,https://osf.io/9mfws
769,https://data.caltech.edu/records/1287
770,https://github.com/skstavroglou/pattern_causality
776,https://tccondata.org/
778,https://zenodo.org/record/3607042#.X8qgac1Ki70
780,http://www.tapir.caltech.edu/~phopkins/Site/GIZMO.html
781,http://fire.northwestern.edu
783,https://data.caltech.edu/records/1377
784,https://github.com/rutishauserlab/recogmem-release-NWB
785,https://github.com/amafi-gpcr/Kappa-Opioid-Receptor-Gi-Protein-MP1104-agonist-Complex-PNAS-2020
786,https://assets.nemoarchive.org/dat-ch1nqb7
787,https://nemoanalytics.org/
788,https://brainome.ucsd.edu/annoj/BICCN_MOp
789,https://data.caltech.edu/records/1371
790,https://github.com/IsmagilovLab/Digital_NAAT_2Ch_MeltCurve_Analyzer
794,https://github.com/ayush9pandey/autoReduce
795,https://github.com/lymolympic/list_relaxed_liars
800,https://www-air.larc.nasa.gov/cgi-bin/ArcView/korusaq?MODEL=1
802,https://osf.io/s46pr
803,https://github.com/yzhang34/Instant-FLIM-Control.git
804,https://github.com/yzhang34/Instant-FLIM-Analysis.git
807,http://voyager.gsfc.nasa.gov
808,https://spdf.gsfc.nasa.gov/
809,https://spdf.gsfc.nasa.gov/
810,https://spdf.gsfc.nasa.gov/
811,https://spdf.gsfc.nasa.gov/
812,https://spdf.gsfc.nasa.gov/
813,https://spdf.gsfc.nasa.gov/
814,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HOE7NV
816,https://mast.stsci.edu/portal/Mashup/Clients/Mast/Portal.html
817,https://github.com/ggrekas/rsif-2020-0823
819,https://data.mendeley.com/datasets/mvbkpfcthf/1
820,https://massive.ucsd.edu
825,https://osf.io/4mvyt
826,https://osf.io/xeb6w
827,https://www.chicagofaces.org
828,https://figshare.com/articles/dataset/Face_Research_Lab_London_Set/5047666
829,https://sirileknes.com/oslo-face-database
833,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE134917
834,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE136175
838,https://osf.io/zumwt/?view_only=4f11ca10ed5947c1be1ecdea57cfdff3
840,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104247
842,https://rda.ucar.edu/datasets/ds628.0
849,https://figshare.com/articles/A_Multi‐Year_Data_Set_on_Aerosol‐Cloud‐Precipitation‐Meteorology_Interactions_for_Marine_Stratocumulus_Clouds/5099983
851,https://ecco.jpl.nasa.gov/drive/files/ECCO2/High_res_PIG
852,https://github.com/lluism/BALs
856,https://github.com/markusmeister/Electrode-Pooling-Data-and-Code
858,http://marimba.obs-vlfr.fr
860,https://www.jci.org/articles/view/130720/sd/1
861,https://data.caltech.edu/records/1292
862,https://github.com/xuejianust/NGsulfate/blob/master/NG.zip
864,https://scholarworks.smith.edu/bl_ds_gbr/
865,https://scholarworks.smith.edu/bl_ds_ros/
866,http://www.plantphysiol.org/content/182/1/147/tab-figures-data
867,https://data.mendeley.com/datasets/b39x2kfbj4/1
869,http://healthpolicy.ucla.edu/chis/data/Pages/GetCHISData.aspx
870,https://github.com/WormLabCaltech
873,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi%3A10.7910%2FDVN%2FOPL QCL
875,https://doi.org/10/cqc6
876,https://osf.io/jktuq
878,https://github.com/kskakaria/ldm_project
882,https://sid.erda.dk/public/archives/bfad8e9ca7cf171e6d225371b36c3372/published-archive.html
883,https://github.com/de-Bivort-Lab/decathlon
884,http://lab.debivort.org/structure-of-behavioral-variability
885,http://decathlon.debivort.org
886,https://zenodo.org/record/4081667
889,https://deepcell.org/data
891,https://data.mendeley.com/datasets/gyckp5hdgp/1
892,https://github.com/pachterlab/poseidon
894,https://www.nxn.se/single-cell-studies/gui
897,https://github.com/GradinaruLab/dLight1
901,https://osf.io/xqnpk
903,https://data.caltech.edu/records/1178
905,https://data.caltech.edu/records/1179
906,https://datadryad.org/stash/dataset/doi:10.5061/dryad.8t8s248
907,https://linnarssonlab.org/osmFISH
908,https://www.starmapresources.com/data
909,https://www.10xgenomics.com/resources/datasets
910,https://portals.broadinstitute.org/single_cell/study/slide-seq-study
911,http://www.cycif.org/data/
912,https://www.angelolab.com/mibi-data
913,http://welikesharingdata.blob.core.windows.net/forshare/index.html
914,https://github.com/RubD/spatial-datasets
915,https://neurovault.org/collections/DXZZFYSF/
916,http://github.com/magnus-haw/whistler-pulses
918,https://github.com/ydluo/qdyn
919,https://data.caltech.edu/records/1231
920,https://archive.stsci.edu/kepler/
921,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1669
923,https://www.github.com/rpgroup-pboc/mwc_mutants
925,https://github.com/dgerosa/spops
927,https://github.com/govinda-kamath/clustering_on_transcript_compatibility_counts
928,https://gdex.cr.usgs.gov/gdex/
929,https://github.com/shapiro-lab/GV_cavitation.git
930,https://figshare.com/articles/A_Multi‐Year_Data_Set_on_Aerosol‐Cloud‐Precipitation‐Meteorology_Interactions_for_Marine_Stratocumulus_Clouds/5099983
931,http://github.com/akandra/md_tian2/blob/master/src/pes_rebo_mod.f90
932,https://dcc.ligo.org/P1800333/public
934,https://www.protabank.org/study_analysis/mnqBQFjF3
935,https://github.com/GarciaLab/cpHMM/tree/master/multimodal_control_paper_sandbox/dat
936,http://sead-published.ncsa.illinois.edu/seadrepository/api/researchobjects/urn:uuid:5c37c889e4b0a8e144f6565f
937,https://github.com/helgestein/materials-images-spectra
938,https://beerys.github.io/CaltechCameraTraps/
939,https://tccondata.org
940,https://osf.io/c4qbr
944,http://www.morphdbase.de/?S_Schmelzle_20180122-M-67.1
946,http://geneontology.org
947,http://ananke.hub.yt
948,https://github.com/ezhan94/gen-MA-BC
949,https://figshare.com/articles/A_Multi-Year_Data_Set_on_Aerosol-Cloud-Precipitation-Meteorology_Interactions_for_Marine_Stratocumulus_Clouds/5099983
950,https://data.mendeley.com/datasets/fwpf6t3bxn/1
951,https://github.com/CaiGroup/seqFISH-PLUS
953,https://neurovault.org/collections/XARLTMZQ
954,https://neurovault.org/collections/DDWMWXCU
955,https://osf.io/ahp5q
959,https://data.caltech.edu/records/1160
960,https://osf.io/rve2p
961,https://sid.erda.dk/public/archives/4f4b98346d6b007ba44411c642b39fa1/published-archive.html
963,https://.doi.org/10.7909/C3WD3xH1
965,https://github.com/Baltimore-Lab/nat-methods-SABR-trogo
966,https://drive.google.com/open?id=1gkPbqGYKPGs7Rx1WNmubQW0dKyYE5YVR
970,https://data.caltech.edu/records/305
971,https://pdbj.org/emnavi/quick.php?id=emdb-0566
972,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE113937
976,https://data.caltech.edu/records/930
977,https://data.caltech.edu/records/931
978,https://github.com/pyscf/pyscf
979,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE112072
981,https://figshare.com/s/584ca97ed838e5de3bde
982,https://osf.io/m76ne/?view_only=584e0fc338ee40cd9be0c80e35b3e104
984,https://www.bco-dmo.org/dataset/683097
986,https://github.com/brain-machine-intelligence/task_complexity_2018
987,https://github.com/cloudwilliam/Collins_et_al_Sci_Adv_2018
988,https://bit.ly/2wQ46kE
989,https://github.com/dspeth/bioinfo_scripts/tree/master/metagenome_screening
992,https://bitbucket.org/qzhu/smfish-hmrf
993,https://www.github.com/everthemore/krylov-cpp
994,https://data.caltech.edu/records/1089
996,http://resolver.caltech.edu/CaltechAUTHORS:20180520-171542198
1000,https://github.com/ccharpen/Info_seeking_PNAS
1003,https://osf.io/n45ky
1006,https://github.com/milo-lab/biomass_distribution
1007,http://rspb.royalsocietypublishing.org/highwire/filestream/69959/field_highwire_adjunct_files/0/rspb20152893supp1.docx
1010,http://www.geosociety.org/datarepository/2018/2018136.pdf
1011,http://diabetes.diabetesjournals.org/content/suppl/2018/02/05/db17-0788.DC1
1015,https://issues.pangaea.de/browse/PDI-16486
1016,http://www.geosociety.org/datarepository/2018/2018030.pdf
1017,http://datadryad.org/resource/doi:10.5061/dryad.q96g6
1018,https://ars.els-cdn.com/content/image/1-s2.0-S0032386117311254-mmc1.docx
1019,https://dcc.ligo.org/LIGO-P1700149/public
1023,https://data.mendeley.com/datasets/4z58c3w87k/2
1024,http://datadryad.org/resource/doi:10.5061/dryad.m20kh
1025,https://www.atmos-chem-phys.net/17/11135/2017/acp-17-11135-2017-supplement.pdf
1026,http://pds-geosciences.wustl.edu/missions/msl/sam.htm
1027,http://advances.sciencemag.org/content/suppl/2017/03/20/3.3.e1602557.DC1
1028,https://academic.oup.com/mnras/article-lookup/doi/10.1093/mnras/stx1556#supplementary-data
1030,https://figshare.com/s/734e47ce2541f42bc992
1031,http://www.fasebj.org/content/31/10/4515/suppl/DC1
1033,http://www.geosociety.org/pubs/ft2008.htm
1034,http://cancerres.aacrjournals.org/content/suppl/2017/03/30/0008-5472.CAN-16-2503.DC1
1035,http://www.sciencedirect.com/science/article/pii/S0969212605003072
1036,http://www.sciencedirect.com/science/article/pii/S1550413107003737
1037,http://genome.cshlp.org/content/14/12/2406/suppl/DC1
1038,http://genome.cshlp.org/content/17/6/760/suppl/DC1
1039,http://www.plantphysiol.org/content/173/3/1543/suppl/DC1
1040,https://www.fasebj.org/content/31/2/569/suppl/DC1
1041,http://www.plantphysiol.org/content/early/2017/01/19/pp.16.01762/suppl/DC1
1042,http://jid.oxfordjournals.org/content/214/7/1092/suppl/DC1
1043,http://www.jbc.org/cgi/content/full/M116.753822/DC1
1044,https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/nar/45/1/10.1093_nar_gkw1148/3/gkw1148_Supp.zip
1045,http://www.plantcell.org/content/19/11/3516/suppl/DC1
1046,http://www.plantphysiol.org/content/145/3/747/suppl/DC1
1047,http://www.plantcell.org/content/16/10/2586/suppl/DC1
1048,http://www.plantcell.org/content/16/5/1314/suppl/DC1
1049,https://www.geosociety.org/datarepository/2006/2006060.pdf
1050,http://www.sciencedirect.com/science/article/pii/S1535610802001502
1051,http://sbn.psi.edu/pds/archive/dawn.html
1052,http://mnras.oxfordjournals.org/content/376/3/1296/suppl/DC1
1053,http://mnras.oxfordjournals.org/content/367/4/1531/suppl/DC1
1054,http://scan.oxfordjournals.org/content/11/11/1772/suppl/DC1
1056,http://database.oxfordjournals.org/content/2016/baw119/suppl/DC1
1057,http://www.biocreative.org
1058,http://pds.nasa.gov/
1059,http://bodc.ac.uk/
1060,https://pubs.broadinstitute.org/neighboring-genes/
1061,http://sbn.psi.edu/pds/resource/dwncfc2.html
1062,http://sbn.psi.edu/pds/resource/dwncvir.html
1063,http://sbn.psi.edu/pds/resource/dwncgrd.html
1064,http://mbio.asm.org/content/suppl/2016/09/21/mBio.00796-16.DCSupplemental
1067,http://pds-geosciences.wustl.edu/missions/mro/crism.htm
1068,http://pds-geosciences.wustl.edu/missions/msl
1069,http://nar.oxfordjournals.org/content/suppl/2016/08/16/gkw715.DC1
1070,http://www.fasebj.org/content/25/3/875/suppl/DC1
1071,http://www.bloodjournal.org/content/117/15/4142/tab-figures-only
1075,http://www.mcponline.org/content/15/9/2970/suppl/DC1
1076,https://www.jimmunol.org/content/197/4/1408/suppl/DCSupplemental
1077,http://www.nature.com/nature/journal/v535/n7612/extref/nature18287-s1.zip
1078,http://www.ebi.ac.uk/emdb-srv/atlas/2444_summary.html
1079,http://www.ebi.ac.uk/emdb-srv/atlas/2443_summary.html
1080,http://www.pdb.org/pdb/search/structidSearch.do?structureId=4XMM
1081,http://firstglance.jmol.org/fg.htm?mol=4XMM
1082,http://nar.oxfordjournals.org/content/44/15/e129/suppl/DC1
1083,http://diabetes.diabetesjournals.org/content/suppl/2016/05/19/db15-1607.DC1
1085,http://gbe.oxfordjournals.org/content/8/3/579/suppl/DC1
1086,http://www.lncRNA.caltech.edu/data.php
1088,http://cancerres.aacrjournals.org/content/76/9/2824/suppl/DC1
1089,http://www.jneurosci.org/content/27/40/10695/suppl/DC1
1090,http://www.jneurosci.org/content/26/27/7293/suppl/DC1
1092,http://mcr.aacrjournals.org/content/14/3/253/suppl/DC1
1094,http://motility.caltech.edu/
1095,http://genome.cshlp.org/content/18/7/1100/suppl/DC1
1096,http://www.plantphysiol.org/content/170/3/1878/suppl/DC1
1097,http://www.data.scec.org/
1098,http://mct.aacrjournals.org/content/15/4/608/suppl/DC1
1099,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D0OVVB
1100,http://pps.sagepub.com/content/10/6/772/suppl/DC1
1102,http://www.jneurosci.org/content/29/39/12070/suppl/DC1
1103,http://www.neuron.org/cgi/content/full/52/5/857/DC1/
1104,http://mbio.asm.org/lookup/suppl/doi:10.1128/mBio.01520-15/-/DCSupplemental
1105,http://peds.oxfordjournals.org/content/29/1/31/suppl/DC1
1106,http://iopscience.iop.org/0957-4484/21/28/285607/media/nano352522suppdata.pdf
1108,http://iopscience.iop.org/1367-2630/17/11/113042/media/NJP113042_suppdata.pdf
1109,http://www.jneurosci.org/content/28/40/10102/suppl/DC1
1110,http://nar.oxfordjournals.org/content/44/2/e10/suppl/DC1
1111,https://osf.io/8cktf/
1112,http://www.rcsb.org/pdb/explore.do?structureId=5CJX
1113,http://ammin.geoscienceworld.org/content/100/8-9/1866/suppl/DC1
1114,http://www.sciencedirect.com/science/MiamiMultiMediaURL/1-s2.0-S0955221915002289/1-s2.0-S0955221915002289-mmc1.docx/271630/html/S0955221915002289/62c193add732cafb172ecb3984b64dee/mmc1.docx
1115,http://sio7.jamstec.go.jp/j-cores.data/337/C0020A/
1116,http://doi.pangaea.de/10.1594/PANGAEA.845984
1117,http://www.sciencedirect.com/science/MiamiMultiMediaURL/1-s2.0-S1534580706003558/1-s2.0-S1534580706003558-mmc1.pdf/272236/html/S1534580706003558/4e28f6f459abd843b23daa2cadef91a3/mmc1.pdf
1118,http://bioinformatics.oxfordjournals.org/content/31/20/3383/suppl/DC1
1120,http://mbio.asm.org/content/suppl/2015/02/24/mBio.02549-14.DCSupplemental
1121,http://www.sciencedirect.com/science/MiamiMultiMediaURL/1-s2.0-S1097276509008582/1-s2.0-S1097276509008582-mmc1.pdf/272198/html/S1097276509008582/4d4694757513457a2d07a90d8e34eeea/mmc1.pdf
1122,http://ammin.geoscienceworld.org/content/100/5-6/1209/suppl/DC1
1125,http://www.pdb.org/pdb/search/structidSearch.do?structureId=4QTR
1126,http://firstglance.jmol.org/fg.htm?mol=4QTR
1127,http://iopscience.iop.org/1748-9326/10/4/044020/media
1128,http://www.genenetwork.org
1129,http://www-air.larc.nasa.gov/cgi-bin/ArcView/dc3-seac4rs
1130,http://catalog.eol.ucar.edu/dc3_2012/index.html
1131,http://cdp.ucar.edu/
1132,https://pds.jpl.nasa.gov/
1133,http://www.minsocam.org/msa/ammin/toc/2015/Apr2015_data/AM-15-45077.zip
1134,http://imaiai.oxfordjournals.org/content/3/3/224/suppl/DC1
1135,http://iopscience.iop.org/0264-9381/32/6/065001/media
1136,http://rfs.oxfordjournals.org/content/28/3/913/suppl/DC1
1137,http://restud.oxfordjournals.org/content/82/1/187/suppl/DC1
1138,http://www.nature.com/nature/journal/v430/n6997/extref/nature02733-s7.htm
1139,http://scan.oxfordjournals.org/content/10/10/1348/suppl/DC1
1140,http://www.jbc.org/content/290/14/9135/suppl/DC1
1141,http://petrology.oxfordjournals.org/content/55/12/2513/suppl/DC1
1142,http://ncs.ethz.ch/projects/vlsi-wta-networks/synthesizing-cognition-in-neuromorphic-vlsi-systems-experimental-data/view
1143,http://www.fasebj.org/content/29/5/1635/suppl/DC1
1144,http://www.ccdc.cam.ac.uk/conts/retrieving.html
1145,http://www.jbc.org/content/290/8/4908/suppl/DC1
1146,http://www.rcsb.org/pdb/explore/explore.do?structureId=4WWR
1147,http://www.sciencedirect.com/science/article/pii/S0008622314011567#m0005
1148,http://www.sciencedirect.com/science/article/pii/S0008622314011567#m0010
1149,http://www.sciencedirect.com/science/article/pii/S0008622314011567#m0015
1150,http://www.sciencedirect.com/science/article/pii/S0008622314011567#m0020
1151,http://elifesciences.org/content/3/e04449/article-data
1152,http://rsta.royalsocietypublishing.org/content/372/2031/20140134/suppl/DC1
1153,http://cercor.oxfordjournals.org/content/24/9/2502/suppl/DC1
1154,http://www.sciencemag.org/content/292/5520/1379/suppl/DC1
1155,http://www.sciencemag.org/content/295/5556/868/suppl/DC1
1156,http://www.sciencemag.org/content/296/5570/1091/suppl/DC1
1157,http://www.minsocam.org/msa/ammin/toc/2014/Oct2014_data/Oct14_data.html
1158,http://scan.oxfordjournals.org/content/9/10/1546/suppl/DC1
1159,http://clincancerres.aacrjournals.org/content/early/2014/10/02/1078-0432.CCR-14-0489/suppl/DC1
1160,http://elifesciences.org/highwire/filestream/16581/field_highwire_adjunct_files/0/elife03781_Supplemental_files.zip
1161,http://jbx.sagepub.com/content/20/2/275/suppl/DC1
1162,https://osf.io/usfa5/?view_only=1f2e1994fc6247548499f47de64a2650
1163,http://nar.oxfordjournals.org/content/42/19/12306/suppl/DC1
1164,http://rstb.royalsocietypublishing.org/content/369/1655/20130473/suppl/DC1
1165,http://nar.oxfordjournals.org/content/42/18/11546/suppl/DC1
1166,http://www.jimmunol.org/content/suppl/2014/08/28/jimmunol.1301663.DCSupplemental
1167,http://restud.oxfordjournals.org/content/81/3/944/suppl/DC1
1168,http://pan.oxfordjournals.org/content/22/3/304/suppl/DC1
1169,http://rsif.royalsocietypublishing.org/content/11/98/20140617/suppl/DC1
1170,http://nar.oxfordjournals.org/content/42/16/10516/suppl/DC1
1171,http://gbe.oxfordjournals.org/content/6/8/1964/suppl/DC1
1172,http://cercor.oxfordjournals.org/content/25/12/4715/suppl/DC1
1173,http://iopscience.iop.org/1748-3190/9/2/025001/media
1174,http://iopscience.iop.org/1748-3190/9/2/025002/media
1175,http://www.jimmunol.org/lookup/suppl/doi:10.4049/jimmunol.1400093/-/DCSupplemental
1176,http://www.sciencemag.org/content/291/5506/1026/suppl/DC1
1177,https://clincancerres.aacrjournals.org/content/20/9/2457/suppl/DC1
1178,http://www.pnas.org/lookup/suppl/doi:10.1073/pnas.1323922111/-/DCSupplemental
1179,http://ammin.geoscienceworld.org/content/99/5-6/1045/suppl/DC1
1180,http://www.aeaweb.org/aej/mic/data/0602/2012-0113_data.zip
1181,http://www.minsocam.org/MSA/AmMin/TOC/2014/MJ14_data/MJ14_data.html
1182,http://www.pnas.org/content/111/17/6231/suppl/DCSupplemental
1183,http://www.pnas.org/content/111/22/7952/suppl/DCSupplemental
1184,http://mnras.oxfordjournals.org/content/440/2/1810/suppl/DC1
1185,http://www.minsocam.org/MSA/AmMin/TOC/2014/Apr2014_data/Apr2014_data.html
1186,http://petrology.oxfordjournals.org/content/55/4/685/suppl/DC1
1187,http://www.mcponline.org/content/13/3/780/suppl/DC1
1188,http://www.sciencedirect.com/science/MiamiMultiMediaURL/1-s2.0-S0010218013004355/1-s2.0-S0010218013004355-mmc1.zip/271463/FULL/S0010218013004355/fa5af918b9d987d9c94a4cafa0c62069/mmc1.zip
1189,http://www.sciencedirect.com/science/MiamiMultiMediaURL/1-s2.0-S0010218013004355/1-s2.0-S0010218013004355-mmc2.zip/271463/FULL/S0010218013004355/fb29ba57509dc3c04c13049c45cb2658/mmc2.zip
1190,http://www.sciencedirect.com/science/MiamiMultiMediaURL/1-s2.0-S0010218013004355/1-s2.0-S0010218013004355-mmc3.zip/271463/FULL/S0010218013004355/1321009ab031b7b763e0060cb51ef6cf/mmc3.zip
1191,http://www.aeaweb.org/aej/mic/data/2011-0116_data.zip
1192,http://ppi.pds.nasa.gov/
1193,http://ppi.pds.nasa.gov/
1194,http://ppi.pds.nasa.gov/
1195,http://ppi.pds.nasa.gov/
1196,http://mct.aacrjournals.org/content/12/5/675/suppl/DC1
1197,http://mnras.oxfordjournals.org/content/423/2/1351/suppl/DC1
1198,http://arxiv.org/abs/1212.1716v1
1199,http://www.jbc.org/content/287/35/29861/suppl/DC1
1200,http://www.sciencedirect.com/science/MiamiMultiMediaURL/1-s2.0-S0010218011001672/1-s2.0-S0010218011001672-mmc1.zip/271463/FULL/S0010218011001672/ebab7d2c094fc0f2d8f3c717eecbde7f/mmc1.zip
1202,http://www.jlr.org/cgi/content/full/M900250-JLR200/DC1
1203,http://www.cell.com/cgi/content/full/134/6/956/DC1/
1204,http://www.jbc.org/content/283/14/8829/suppl/DC1
1205,http://nar.oxfordjournals.org/content/35/1/307/suppl/DC1
1206,https://spacephysics.princeton.edu/missions-instruments/isois
1207,https://secchi.nrl.navy.mil/
1208,https://spacephysics.princeton.edu/missions-instruments/isois
1209,https://www.ngdc.noaa.gov/stp/spaceweather.html
1210,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA769435
1211,https://github.com/GradinaruLab/mCREATE
1212,https://psl.noaa.gov/data/gridded/data.gpcp.html
1213,https://co2.jpl.nasa.gov/#mission=OCO-2
1214,http://modis-fire.umd.edu/
1215,http://www.hinet.bosai.go.jp/
1216,http://www.fnet.bosai.go.jp/
1217,https://avdc.gsfc.nasa.gov/pub/tmp/FluxSat_GPP/
1218,https://www.ngdc.noaa.gov/
1219,http://www.tropomi.eu/data-products/carbon-monoxide
1221,https://disc.gsfc.nasa.gov/
1222,http://www-air.larc.nasa.gov/cgi-bin/ArcView/firexaq
1223,https://tccondata.org/
1228,https://github.com/HBaldwin3/CaseStudy_FSH_LaoPDR
1229,https://tes.jpl.nasa.gov/chemical-reanalysis/
1230,http://spacephysics.princeton.edu/missions-instruments/isois
1231,https://www.nist.gov/itl/iad/image-group/color-feret-database
1232,http://lrv.fri.uni-lj.si/facedb.html
1233,http://ninastrohminger.com/the-mr2
1234,http://www2.ece.ohio-state.edu/~aleix/ARdatabase.html
1235,https://www.chicagofaces.org/
1236,http://mmlab.ie.cuhk.edu.hk/projects/CelebA.html
1237,https://pds-atmospheres.nmsu.edu/cgi-bin/getdir.pl?volume=jnomwr_1100
1238,https://archive.stsci.edu/hst/search.php
1239,https://archive.gemini.edu/searchform
1240,http://csn.caltech.edu/data/
1243,http://genesilico.pl/modomics/
1244,http://apps.ecmwf.int/datasets/data/interim-full-mnth
1246,https://heasarc.gsfc.nasa.gov/docs/tess/data-access.html
1247,https://vertex.daac.asf.alaska.edu/
1248,https://www.metocean-on-demand.com/#/main
1249,https://portal.mrcmekong.org/data-catalogue
1250,https://hydra.hull.ac.uk/resources/hull:17952
1251,https://waterservices.usgs.gov/
1252,https://mcm.lternet.edu/content/daily-summarized-seasonal-measurements-discharge-water-temperature-and-specific-conductiv-14
1253,https://magda.imperial.ac.uk/
1254,https://third.ucllnl.org/cgi-bin/firstcutout
1258,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE163099
1259,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE63473
1260,https://github.com/Shasha-Chong/CodeFor2018SciencePaper
1261,https://materials.hybrid3.duke.edu/materials/search
1262,https://rmichaelalvarez.github.io/PRQ-Blue-Shift/
1263,https://tccondata.org/2014
1265,https://www.eol.ucar.edu/field_projects/hippo/
1266,https://databace.scisat.ca/level2/ace_v3.5_v3.6/
1267,https://almascience.eso.org/alma-data
1268,https://eventhorizontelescope.org/for-astronomers/data
1269,http://ufldl.stanford.edu/housenumbers
1272,https://www.hycom.org/dataserver/gofs-3pt1/analysis
1273,https://resources.marine.copernicus.eu/%3Foption%3Dcom_csw%26task%3Dresults
1274,https://spacephysics.princeton.edu/missions-instruments/isois
1275,http://atmos.nmsu.edu:8080/pds
1276,https://www.arm.gov/research/campaigns/amf2015saansa
1277,https://www.ncei.noaa.gov/archive/accession/0228185
1278,https://www.ncei.noaa.gov/archive/accession/0228187
1279,https://disc.gsfc.nasa.gov/datasets/GPM_3IMERGHH_06/summary
1280,https://www.synapse.org/#!Synapse:syn20821809
1281,http://www.ssn.unam.mx/
1282,https://www.cs.cornell.edu/gomes/udiscoverit/?tag=materials
1283,https://heasarc.gsfc.nasa.gov/xanadu/xspec/
1284,https://osf.io/hqzdy/?view_only=2c5ab4f569d842b8a7678b8bfd1a27dd
1287,https://e4ftl01.cr.usgs.gov/MOLT/MOD17A2H.006/
1288,https://e4ftl01.cr.usgs.gov/MOTA/MCD18A2.006/
1289,https://cds.climate.copernicus.eu/
1290,https://psl.noaa.gov/data/gridded/data.ncep.reanalysis2.gaussian.html
1291,https://e4ftl01.cr.usgs.gov/MOTA/MCD43C4.006/
1292,https://e4ftl01.cr.usgs.gov/MOLT/MOD09A1.006/
1293,https://spacephysics.princeton.edu/missions-instruments/isois
1294,https://spacephysics.princeton.edu/missions-instruments/isois
1295,https://secchi.nrl.navy.mil
1296,https://spacephysics.princeton.edu/missions-instruments/isois
1297,https://spacephysics.princeton.edu/missions-instruments/isois
1298,https://spacephysics.princeton.edu/missions-instruments/isois
1299,https://www.ukssdc.ac.uk/solar/stereo/data.html
1300,https://sohoftp.nascom.nasa.gov
1301,https://archives.esac.esa.int/psa
1302,https://cdaweb.sci.gsfc.nasa.gov/index.html/
1303,https://www.ngdc.noaa.gov/stp/satellite/goes/.
1304,http://www.nmdb.eu
1305,http://wdc.kugi.kyoto-u.ac.jp/wdc/Sec3.html
1306,https://pds-ppi.igpp.ucla.edu
1307,https://pds-geosciences.wustl.edu/
1308,http://www.srl.caltech.edu/STEREO/Public/HET_public.html
1309,http://archive.eso.org/wdb/wdb/adp/phase3_spectral/form?%20collection_name=%20MUSE_DEEP
1310,http://www-astro.physics.ox.ac.uk/atlas3d/
1311,https://esgf-node.llnl.gov/projects/cmip5/
1312,https://www.unavco.org/data/data.html
1313,https://asf.alaska.edu/data-sets/derived-data-sets/insar/
1314,https://zenodo.org/badge/latestdoi/357729300
1315,https://www.ztf.caltech.edu/page/dr4
1316,https://prisma.asi.it/
1317,https://prismauserregistration.asi.it/
1321,https://data.caltech.edu/records/1915
1322,https://data.caltech.edu/records/1900
1323,https://data.caltech.edu/records/1905
1324,https://data.caltech.edu/records/1914
1325,https://data.caltech.edu/records/1917
1326,https://ds.iris.edu/wilber3/find_event
1329,https://maps.conservation.ca.gov/doggr/wellfinder
1330,https://www.conservation.ca.gov/calgem/geothermal/manual/Pages/production.aspx
1333,https://zenodo.org/record/3888910
1334,http://www.fluxcom.org/CF-Download/
1335,https://atmosphere.copernicus.eu/data
1336,https://cds.climate.copernicus.eu/
1338,https://crudata.uea.ac.uk/cru/data/hrg/
1340,https://magda.imperial.ac.uk
1343,https://www.ready.noaa.gov/archives.php
1344,https://db.cger.nies.go.jp/dataset/ODIAC/
1345,https://megacities.jpl.nasa.gov
1348,https://psl.noaa.gov/data/gridded/data.gpcp.html
1349,https://psl.noaa.gov/data/gridded/data.ncep.reanalysis2.html
1350,https://co2.jpl.nasa.gov/#mission=OCO‐2
1351,https://airs.jpl.nasa.gov/data/get-data/standard-data
1352,https://www.geo.vu.nl/~gwerf/GFED/GFED4
1353,https://modis-fire.umd.edu
1355,http://www.esa-ghg-cci.org
1356,https://edgar.jrc.ec.europa.eu/overview.php?v=432_GHG
1357,http://www.decode.com/summarydata
